id,gene_ontology_i_ds
evm.TU.HiC_scaffold_97.64,GO:0005509; GO:0005615; GO:0005634; GO:0005905; GO:0006869; GO:0006898; GO:0008203; GO:0009986; GO:0016020; GO:0016021; GO:0021517; GO:0030229; GO:0034185; GO:0034189; GO:0034361; GO:0034436; GO:0034447; GO:0038024; GO:0038025; GO:0038026; GO:0043235; GO:0045177; GO:0045860; GO:0048306; GO:0048471; GO:0048813; GO:0071456; GO:1900006
evm.TU.HiC_scaffold_72.84,GO:0001046; GO:0003713; GO:0005102; GO:0005634; GO:0005700; GO:0005703; GO:0007458; GO:0016571; GO:0035075; GO:0042393; GO:0042800; GO:0044666; GO:0045893; GO:0045944; GO:0046872; GO:0048749; GO:0051568; GO:1900114
evm.TU.HiC_scaffold_12.182,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_96.196,GO:0003677; GO:0046872
evm.TU.HiC_scaffold_21.181,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_89.68,GO:0005634; GO:0005737
evm.TU.HiC_scaffold_68.289,GO:0003964
evm.TU.HiC_scaffold_84.23,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.211,GO:0003964
evm.TU.HiC_scaffold_50.207,GO:0005788; GO:0016491; GO:0030433; GO:0050660
evm.TU.HiC_scaffold_103.200,GO:0003964
evm.TU.HiC_scaffold_30.141,GO:0005654; GO:0005829; GO:0006281; GO:0007095; GO:0008284; GO:0010997; GO:0031145; GO:0031965; GO:0040020; GO:0045732; GO:0051301; GO:0070306; GO:0070979; GO:0090344; GO:1904668; GO:1905786; GO:1990757
evm.TU.HiC_scaffold_52.95,GO:0003964
evm.TU.HiC_scaffold_64.81,GO:0005096; GO:0007165; GO:0016324; GO:0043087; GO:0045179; GO:0046580
evm.TU.HiC_scaffold_16.313,GO:0003964
evm.TU.HiC_scaffold_43.266,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_52.92,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.22,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_103.305,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_82.164,GO:0000122; GO:0000978; GO:0000981; GO:0005634; GO:0005667; GO:0030425; GO:0030514; GO:0043025; GO:0045892; GO:0046332; GO:1990837
evm.TU.HiC_scaffold_69.132,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_11.47,GO:0003964
evm.TU.HiC_scaffold_102.42,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_103.69,GO:0003964
evm.TU.HiC_scaffold_69.190,GO:0003964
evm.TU.HiC_scaffold_54.20,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_51.93,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_73.160,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_3.194,GO:0003964
evm.TU.HiC_scaffold_79.93,GO:0000904; GO:0001764; GO:0005509; GO:0005886; GO:0007156; GO:0010842; GO:0016021; GO:0030425; GO:0098609; GO:2000171
evm.TU.HiC_scaffold_41.188,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_100.255,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_88.66,GO:0005886; GO:0015574; GO:0015771; GO:0016021; GO:0051119
evm.TU.HiC_scaffold_80.195,GO:0005576
evm.TU.HiC_scaffold_45.47,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_13.152,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_18.265,GO:0000082; GO:0000122; GO:0000209; GO:0000922; GO:0001831; GO:0005112; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005813; GO:0005827; GO:0005829; GO:0005886; GO:0006511; GO:0006513; GO:0006888; GO:0007080; GO:0007229; GO:0007369; GO:0008284; GO:0016020; GO:0016055; GO:0016477; GO:0016567; GO:0017145; GO:0030030; GO:0030332; GO:0031145; GO:0031208; GO:0031398; GO:0031461; GO:0031463; GO:0031625; GO:0031648; GO:0032467; GO:0035024; GO:0036126; GO:0040016; GO:0042802; GO:0043149; GO:0043161; GO:0044346; GO:0045842; GO:0048208; GO:0051865; GO:0061630; GO:0070062; GO:0070936; GO:0071630; GO:0072576; GO:0072686; GO:0097193; GO:1901992
evm.TU.HiC_scaffold_67.103,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_73.100,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_27.41,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_27.182,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_59.250,GO:0003964
evm.TU.HiC_scaffold_50.390,GO:0003964
evm.TU.HiC_scaffold_4.165,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_76.134,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_16.300,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.56,GO:0001503; GO:0003416; GO:0004714; GO:0005518; GO:0005524; GO:0005886; GO:0005887; GO:0007169; GO:0008284; GO:0010763; GO:0015629; GO:0016324; GO:0018108; GO:0030199; GO:0030500; GO:0031214; GO:0033674; GO:0034103; GO:0035988; GO:0038062; GO:0038063; GO:0043235; GO:0045669; GO:0045860; GO:0046777; GO:0048146; GO:0051091; GO:0090091
evm.TU.HiC_scaffold_89.18,GO:0003964
evm.TU.HiC_scaffold_69.236,GO:0000502; GO:0005634; GO:0005654; GO:0005769; GO:0005770; GO:0005771; GO:0005783; GO:0005793; GO:0005813; GO:0016020; GO:0030134; GO:0030139; GO:0030433; GO:0031410; GO:0043248; GO:0060090; GO:0070628
evm.TU.HiC_scaffold_19.144,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_77.202,GO:0003964
evm.TU.HiC_scaffold_48.67,GO:0002165; GO:0005737; GO:0007430; GO:0016246; GO:0030424; GO:0030425; GO:0035071; GO:0048471; GO:0050768; GO:1904799
evm.TU.HiC_scaffold_25.186,GO:0003964
evm.TU.HiC_scaffold_99.124,GO:0000139; GO:0000281; GO:0000287; GO:0001822; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005794; GO:0005813; GO:0005876; GO:0005881; GO:0005929; GO:0005930; GO:0006893; GO:0007224; GO:0007264; GO:0008017; GO:0015031; GO:0019003; GO:0030496; GO:0031116; GO:0032391; GO:0032794; GO:0036064; GO:0042073; GO:0042461; GO:0060271; GO:1903441
evm.TU.HiC_scaffold_26.192,GO:0003964
evm.TU.HiC_scaffold_66.242,GO:0004725; GO:0005634; GO:0005667; GO:0005737; GO:0006302; GO:0010212; GO:0016576; GO:0030154; GO:0045739; GO:0046872; GO:0048856; GO:2001240
evm.TU.HiC_scaffold_9.47,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_57.9,GO:0003779; GO:0016567; GO:0045886
evm.TU.HiC_scaffold_38.131,GO:0003964
evm.TU.HiC_scaffold_78.272,GO:0003964
evm.TU.HiC_scaffold_61.136,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_34.76,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.156,GO:0003964
evm.TU.HiC_scaffold_82.172,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.72,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_62.17,GO:0005085; GO:0005813; GO:0005829; GO:0019894; GO:0022011; GO:0030036; GO:0035023; GO:0051056; GO:0051298; GO:0051496; GO:0090307; GO:0090630
evm.TU.HiC_scaffold_55.129,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_102.18,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.168,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_102.4,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_25.93,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_1.81,GO:0003700; GO:0005634; GO:0010595; GO:0043565; GO:0045765
evm.TU.HiC_scaffold_39.143,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.82,GO:0003964
evm.TU.HiC_scaffold_72.25,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_32.25,GO:0003964
evm.TU.HiC_scaffold_55.78,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_64.102,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_94.24,GO:0004372; GO:0006565; GO:0008168; GO:0019264; GO:0030170; GO:0032259; GO:0035999; GO:0051289
evm.TU.HiC_scaffold_3.167,GO:0003964
evm.TU.HiC_scaffold_62.218,GO:0003677; GO:0005634; GO:0007417
evm.TU.HiC_scaffold_80.34,GO:0003964
evm.TU.HiC_scaffold_53.168,GO:0003964
evm.TU.HiC_scaffold_39.16,GO:0007399; GO:0016021; GO:0030154; GO:0030215
evm.TU.HiC_scaffold_4.26,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.156,GO:0000139; GO:0003924; GO:0005525; GO:0005764; GO:0005770; GO:0005789; GO:0005829; GO:0005886; GO:0015031; GO:0019003; GO:0030670; GO:0032482; GO:0032880; GO:0042147; GO:0042470; GO:0042802; GO:0045335; GO:0045921; GO:0052405
evm.TU.HiC_scaffold_49.265,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_94.281,GO:0003964
evm.TU.HiC_scaffold_48.121,GO:0005886; GO:0015574; GO:0015771; GO:0016021; GO:0051119
evm.TU.HiC_scaffold_77.26,GO:0003989; GO:0005524; GO:0005634; GO:0005739; GO:0005741; GO:0005829; GO:0006084; GO:0006633; GO:0009374; GO:0010629; GO:0010884; GO:0010906; GO:0014070; GO:0031667; GO:0031999; GO:0042493; GO:0042802; GO:0043086; GO:0046872; GO:0051289; GO:0060421; GO:0097009; GO:2001295
evm.TU.HiC_scaffold_57.351,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_90.238,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_103.70,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.446,GO:0003779; GO:0005634; GO:0005654; GO:0005737; GO:0005856; GO:0005886; GO:0007049; GO:0016363; GO:0034657; GO:0043161; GO:0043249; GO:0045721; GO:0046872; GO:0051301; GO:0061630
evm.TU.HiC_scaffold_59.213,GO:0003964
evm.TU.HiC_scaffold_39.56,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_9.157,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_29.310,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_27.136,GO:0003964
evm.TU.HiC_scaffold_79.36,GO:0003676; GO:0008270; GO:0015074
evm.TU.HiC_scaffold_54.216,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_94.248,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_77.31,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_81.201,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.425,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_100.121,GO:0003964
evm.TU.HiC_scaffold_74.146,GO:0005737; GO:0016740; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865
evm.TU.HiC_scaffold_81.176,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_63.19,GO:0001054; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0005694; GO:0005736; GO:0008270; GO:0009303; GO:1904750
evm.TU.HiC_scaffold_99.134,GO:0004197; GO:0004843; GO:0005634; GO:0005700; GO:0005829; GO:0006342; GO:0006511; GO:0016578; GO:0016579; GO:0031647; GO:0032991; GO:0035328; GO:0035331; GO:0045880
evm.TU.HiC_scaffold_48.28,GO:0002027; GO:0004517; GO:0005516; GO:0005634; GO:0005777; GO:0005829; GO:0005886; GO:0006527; GO:0006809; GO:0007263; GO:0007399; GO:0007416; GO:0007444; GO:0008156; GO:0008285; GO:0009725; GO:0010181; GO:0012506; GO:0016491; GO:0016709; GO:0020037; GO:0031284; GO:0032496; GO:0046620; GO:0046872; GO:0050660; GO:0050661
evm.TU.HiC_scaffold_79.367,GO:0003964
evm.TU.HiC_scaffold_78.165,GO:0000977; GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0006357; GO:0007367; GO:0022008; GO:0048856
evm.TU.HiC_scaffold_91.103,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_55.75,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_22.133,GO:0018024; GO:0035098; GO:0045814; GO:0048511; GO:0070734; GO:1990841
evm.TU.HiC_scaffold_90.17,GO:0003964
evm.TU.HiC_scaffold_60.223,GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:1990939
evm.TU.HiC_scaffold_98.8,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_73.179,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.237,GO:0003964
evm.TU.HiC_scaffold_38.32,GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006446; GO:0006468; GO:0009651; GO:0009931; GO:0018105; GO:0035556; GO:0046777; GO:0046872; GO:0097192; GO:0106310; GO:0106311
evm.TU.HiC_scaffold_51.108,GO:0000786; GO:0003677; GO:0004402; GO:0006334; GO:0008134; GO:0016407; GO:0016573; GO:0043966; GO:0045892; GO:0045893; GO:0046872; GO:0070776
evm.TU.HiC_scaffold_57.284,GO:0003964
evm.TU.HiC_scaffold_64.35,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.218,GO:0003964
evm.TU.HiC_scaffold_58.57,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.105,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_96.172,GO:0000151; GO:0043161; GO:0061630
evm.TU.HiC_scaffold_92.18,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_16.252,GO:0003964
evm.TU.HiC_scaffold_16.82,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_91.176,GO:0003964
evm.TU.HiC_scaffold_96.100,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_55.228,GO:0003964
evm.TU.HiC_scaffold_4.139,GO:0000398; GO:0003729; GO:0005689; GO:0005730; GO:0017069
evm.TU.HiC_scaffold_58.177,GO:0003964
evm.TU.HiC_scaffold_56.83,GO:0004252; GO:0005886; GO:0006508; GO:0016021; GO:0035149; GO:0060439; GO:0098595
evm.TU.HiC_scaffold_101.79,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.400,GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0005929; GO:0006606; GO:0008139; GO:0031267; GO:0061608; GO:0070062
evm.TU.HiC_scaffold_41.192,GO:0000122; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_15.283,GO:0003723; GO:0003724; GO:0005524; GO:0009507; GO:0016740; GO:0046872; GO:0140603
evm.TU.HiC_scaffold_19.191,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_24.32,GO:0000272; GO:0004563; GO:0006032; GO:0102148
evm.TU.HiC_scaffold_24.205,GO:0005737; GO:0005829; GO:0005925; GO:0007160; GO:0007165; GO:0048786; GO:0050808; GO:0051497; GO:1903077
evm.TU.HiC_scaffold_10.117,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_29.79,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_99.83,GO:0003964
evm.TU.HiC_scaffold_58.141,GO:0003964
evm.TU.HiC_scaffold_6.96,GO:0003964
evm.TU.HiC_scaffold_51.19,GO:0005118; GO:0005737; GO:0005829; GO:0007349; GO:0007391; GO:0008045; GO:0017124; GO:0030424; GO:0042051; GO:0045874; GO:0048488; GO:0072583; GO:0098793
evm.TU.HiC_scaffold_68.12,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_32.166,GO:0003964
evm.TU.HiC_scaffold_92.48,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.200,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_24.38,GO:0000978; GO:0005634; GO:0006338; GO:0006355; GO:0006357; GO:0010468; GO:0016589; GO:0016922; GO:0030097; GO:0035064; GO:0035073; GO:0035076; GO:0042766; GO:0045824; GO:0045893; GO:0046426; GO:0046872; GO:0048515; GO:0070577
evm.TU.HiC_scaffold_84.172,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_52.139,GO:0003964
evm.TU.HiC_scaffold_79.617,GO:0003964
evm.TU.HiC_scaffold_46.226,GO:0003964
evm.TU.HiC_scaffold_53.61,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_91.212,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_49.199,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_6951.55,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_69.373,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.220,GO:0003964
evm.TU.HiC_scaffold_38.134,GO:0003964
evm.TU.HiC_scaffold_94.7,GO:0003964
evm.TU.HiC_scaffold_74.117,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.60,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_9.137,GO:0000403; GO:0000785; GO:0000976; GO:0003682; GO:0006357; GO:0008285; GO:0034968; GO:0035097; GO:0045786
evm.TU.HiC_scaffold_79.76,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_83.180,GO:0003964
evm.TU.HiC_scaffold_64.48,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.230,GO:0010339; GO:0031362; GO:0098631
evm.TU.HiC_scaffold_35.27,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_103.290,GO:0003964
evm.TU.HiC_scaffold_19.277,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_79.451,GO:0000791; GO:0003723; GO:0005700; GO:0035327; GO:0042800; GO:0044648; GO:0048188; GO:0051568; GO:0080182
evm.TU.HiC_scaffold_56.90,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_76.153,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.86,GO:0005829; GO:0007034; GO:0015031; GO:0031902
evm.TU.HiC_scaffold_89.120,GO:0003964
evm.TU.HiC_scaffold_6.236,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_83.79,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_45.198,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_45.260,GO:0003964
evm.TU.HiC_scaffold_66.156,GO:0001738; GO:0001947; GO:0002092; GO:0005813; GO:0005814; GO:0005829; GO:0005911; GO:0005912; GO:0005929; GO:0007169; GO:0007417; GO:0010842; GO:0016192; GO:0030862; GO:0030902; GO:0034613; GO:0035844; GO:0035845; GO:0036038; GO:0036064; GO:0039008; GO:0039023; GO:0042802; GO:0043066; GO:0045944; GO:0050795; GO:0060271; GO:0065001; GO:0070121; GO:0070986; GO:0071599; GO:0097730
evm.TU.HiC_scaffold_22.3,GO:0003873; GO:0004331; GO:0005524; GO:0005829; GO:0006000; GO:0006003
evm.TU.HiC_scaffold_68.275,GO:0003964
evm.TU.HiC_scaffold_77.145,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_19.278,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_13.178,GO:0002224; GO:0002225; GO:0002229; GO:0002347; GO:0002804; GO:0004888; GO:0004896; GO:0005769; GO:0005886; GO:0005887; GO:0007155; GO:0007416; GO:0007507; GO:0007526; GO:0008063; GO:0009597; GO:0009611; GO:0009897; GO:0009950; GO:0009986; GO:0016201; GO:0019955; GO:0030308; GO:0032154; GO:0035208; GO:0035212; GO:0038023; GO:0040015; GO:0042802; GO:0045087; GO:0045944; GO:0046627; GO:0046790; GO:0050135; GO:0050830; GO:0061760; GO:0061809; GO:0070976; GO:1902875
evm.TU.HiC_scaffold_65.157,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_17.177,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.25,GO:0003964
evm.TU.HiC_scaffold_38.104,GO:0003824
evm.TU.HiC_scaffold_56.366,GO:0004672; GO:0004674; GO:0005524; GO:0006468; GO:0007254; GO:0008349; GO:0009411; GO:0034612; GO:0035556; GO:0106310; GO:0106311
evm.TU.HiC_scaffold_95.17,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_87.2,GO:0001666; GO:0003032; GO:0005375; GO:0005381; GO:0005384; GO:0005385; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005773; GO:0005802; GO:0005886; GO:0005887; GO:0006783; GO:0006824; GO:0006825; GO:0006826; GO:0006828; GO:0006879; GO:0006919; GO:0007611; GO:0009986; GO:0010039; GO:0015086; GO:0015087; GO:0015093; GO:0015094; GO:0015099; GO:0015100; GO:0015295; GO:0015675; GO:0015676; GO:0015692; GO:0016020; GO:0016324; GO:0022890; GO:0031410; GO:0031526; GO:0031902; GO:0033212; GO:0034599; GO:0034755; GO:0045177; GO:0045178; GO:0046870; GO:0046915; GO:0048471; GO:0048813; GO:0048821; GO:0055037; GO:0060586; GO:0070574; GO:0070588; GO:0070826; GO:0071577; GO:1903561; GO:1905394
evm.TU.HiC_scaffold_18.12,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_90.59,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_35.99,GO:0001046; GO:0003713; GO:0005102; GO:0005634; GO:0005700; GO:0005703; GO:0007458; GO:0016571; GO:0035075; GO:0042393; GO:0042800; GO:0044666; GO:0045893; GO:0045944; GO:0046872; GO:0048749; GO:0051568; GO:1900114
evm.TU.HiC_scaffold_96.212,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_18.150,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_88.15,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.350,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_104.128,GO:0000139; GO:0004252; GO:0005788; GO:0005789; GO:0005794; GO:0005795; GO:0006508; GO:0007040; GO:0008203; GO:0016021; GO:0030968; GO:0031293; GO:0034976; GO:0036500; GO:0045540; GO:0060627
evm.TU.HiC_scaffold_104.208,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_76.1,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_26.318,GO:0003964
evm.TU.HiC_scaffold_101.73,GO:0004672; GO:0004712; GO:0004714; GO:0005078; GO:0005524; GO:0005829; GO:0007254; GO:0007391; GO:0007395; GO:0007411; GO:0007561; GO:0008340; GO:0008545; GO:0009408; GO:0010508; GO:0010592; GO:0010628; GO:0010942; GO:0019731; GO:0019901; GO:0030381; GO:0030424; GO:0030707; GO:0032233; GO:0033209; GO:0033500; GO:0034769; GO:0035006; GO:0036335; GO:0042060; GO:0043652; GO:0045893; GO:0046330; GO:0046528; GO:0046529; GO:0046843; GO:0046844; GO:0048010; GO:0048666; GO:0048675; GO:0048803; GO:0051491; GO:0061057; GO:0070328; GO:0071243; GO:0071276; GO:0106310; GO:0106311; GO:1903688
evm.TU.HiC_scaffold_89.67,GO:0004888; GO:0005887; GO:0006821; GO:0007165; GO:0007268; GO:0008068; GO:0016021; GO:0030594; GO:0034220; GO:0034707; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:1902476
evm.TU.HiC_scaffold_16.185,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_2.218,GO:0001701; GO:0005436; GO:0005886; GO:0005887; GO:0005903; GO:0006817; GO:0016021; GO:0016324; GO:0030643; GO:0031402; GO:0031526; GO:0031982; GO:0042301; GO:0043627; GO:0044267; GO:0044341
evm.TU.HiC_scaffold_44.48,GO:0003964
evm.TU.HiC_scaffold_88.57,GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_1067.1,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.245,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.73,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_41.83,GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_35.155,GO:0001046; GO:0003713; GO:0005102; GO:0005634; GO:0005700; GO:0005703; GO:0007458; GO:0016571; GO:0035075; GO:0042393; GO:0042800; GO:0044666; GO:0045893; GO:0045944; GO:0046872; GO:0048749; GO:0051568; GO:1900114
evm.TU.HiC_scaffold_89.283,GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016021; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167
evm.TU.HiC_scaffold_78.176,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.138,GO:0003964
evm.TU.HiC_scaffold_94.138,GO:0000139; GO:0005520; GO:0005537; GO:0005770; GO:0005794; GO:0005802; GO:0005886; GO:0007041; GO:0009986; GO:0010008; GO:0016021; GO:0030139; GO:0036143; GO:0038023; GO:0051219
evm.TU.HiC_scaffold_11.257,GO:0000151; GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0006513; GO:0007029; GO:0008270; GO:0016567; GO:0031624; GO:0032436; GO:0048477; GO:0050769; GO:0061630; GO:1901800
evm.TU.HiC_scaffold_81.279,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_29.222,GO:0000139; GO:0004653; GO:0005794; GO:0005795; GO:0006486; GO:0009312; GO:0012505; GO:0016021; GO:0030246; GO:0046872
evm.TU.HiC_scaffold_21.351,GO:0003723; GO:0003727; GO:0004386; GO:0004525; GO:0004530; GO:0005524; GO:0005737; GO:0006309; GO:0007279; GO:0007294; GO:0007367; GO:0016246; GO:0016442; GO:0016443; GO:0030422; GO:0030727; GO:0031054; GO:0033227; GO:0035087; GO:0035196; GO:0042078; GO:0042594; GO:0045448; GO:0046872; GO:0048813; GO:0070578; GO:0070883; GO:0090501
evm.TU.HiC_scaffold_104.121,GO:0003964
evm.TU.HiC_scaffold_102.206,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_2.217,GO:0000932; GO:0005829; GO:0022008
evm.TU.HiC_scaffold_68.106,GO:0003677; GO:0005634; GO:0006313; GO:0015074
