"Treatment","gene","mean","sd","cv","DEG","change_in_treatment","spid","protein_names","evalue"
"Low","g42886",12.3789637482268,0.186121070054268,0.0150352706284425,"DEG","Up-regulated",NA,NA,NA
"Low","g42907",9.55682055986068,0.165383924947567,0.0173053291009974,"DEG","Up-regulated","Q9W676","LIM domain-binding protein 2 (LDB-2) (Carboxyl-terminal LIM domain-binding protein 1) (CLIM-1) (LIM domain-binding factor CLIM1) (cLdb2)",5.24e-12
"Low","g4298",11.3696849957222,0.178787541781529,0.0157249336150296,"DEG","Up-regulated","O00370","LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",3.89e-30
"Low","g43068",10.4027567324682,0.196571986523177,0.0188961437413655,"DEG","Up-regulated",NA,NA,NA
"Low","g43073",10.1863268131755,0.224901847044767,0.0220787975066604,"DEG","Up-regulated","Q96DM1","PiggyBac transposable element-derived protein 4",1.66e-34
"Low","g43291",10.1094851235701,0.209905257171928,0.0207631995701282,"DEG","Up-regulated",NA,NA,NA
"Low","g43326",11.4543910304991,0.178353761710569,0.0155707764154092,"DEG","Up-regulated",NA,NA,NA
"Low","g43361",8.16732582305405,0.185403787375131,0.0227006723365669,"DEG","Up-regulated",NA,NA,NA
"Low","g4339",11.5986297092548,0.140295197509181,0.0120958424422531,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.67e-30
"Low","g43475",8.89654618635171,0.186241634214839,0.0209341502099494,"DEG","Up-regulated",NA,NA,NA
"Low","g43493",10.6106689740367,0.203039587963161,0.0191354181776832,"DEG","Up-regulated",NA,NA,NA
"Low","g43505",7.78640212876997,0.162450482110702,0.0208633563260834,"DEG","Up-regulated",NA,NA,NA
"Low","g4357",10.7775044932112,0.176831986441883,0.0164075075592194,"DEG","Up-regulated",NA,NA,NA
"Low","g43619",6.28532880529913,0.182570078465751,0.0290470211060123,"DEG","Up-regulated",NA,NA,NA
"Low","g43729",12.5342052567526,0.211284838840149,0.0168566601960122,"DEG","Up-regulated",NA,NA,NA
"Low","g44026",12.2631994043208,0.195609498897063,0.0159509351880997,"DEG","Up-regulated",NA,NA,NA
"Low","g44122",9.87706127168588,0.133476332975197,0.0135137698657219,"DEG","Up-regulated","Q15937","Zinc finger protein 79 (ZNFpT7)",1.43e-57
"Low","g44226",7.0384999585789,0.133909633260082,0.0190253085242781,"DEG","Up-regulated","Q96DM1","PiggyBac transposable element-derived protein 4",1.86e-45
"Low","g44465",7.00980917411182,0.190247131319053,0.0271401298656833,"DEG","Up-regulated",NA,NA,NA
"Low","g44466",8.02155649268762,0.177634010107513,0.0221445813252631,"DEG","Up-regulated",NA,NA,NA
"Low","g44534",9.2570310436977,0.22326096512078,0.02411798816131,"DEG","Up-regulated",NA,NA,NA
"Low","g44584",9.3026423441804,0.163127347796865,0.0175355927661688,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",1.32e-19
"Low","g44690",8.50521927832169,0.221943044454872,0.0260949232691232,"DEG","Up-regulated",NA,NA,NA
"Low","g44841",11.3710659941071,0.0993043715026774,0.00873307494250234,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",2.91e-14
"Low","g44889",12.1777966127945,0.242171933162238,0.0198863506151681,"DEG","Up-regulated",NA,NA,NA
"Low","g44890",10.7046387129714,0.240411348493246,0.0224586139653576,"DEG","Up-regulated","Q9VE46","High-affinity choline transporter 1",4.48e-27
"Low","g4494",10.9760923153561,0.207565141933758,0.0189106592738258,"DEG","Up-regulated",NA,NA,NA
"Low","g45039",8.765471936946,0.244794835682135,0.0279271712285493,"DEG","Up-regulated",NA,NA,NA
"Low","g45059",10.1749044088089,0.100522734911063,0.00987947708128198,"DEG","Up-regulated",NA,NA,NA
"Low","g45060",10.0799819499685,0.119985476615536,0.0119033424078612,"DEG","Up-regulated",NA,NA,NA
"Low","g45212",11.91944193681,0.12203031931788,0.0102379222085073,"DEG","Up-regulated",NA,NA,NA
"Low","g45435",8.82491295248407,0.195982300212855,0.0222078451388792,"DEG","Up-regulated",NA,NA,NA
"Low","g45484",10.5562767085241,0.252126228779839,0.0238840109767346,"DEG","Up-regulated",NA,NA,NA
"Low","g45561",11.3472192471109,0.284540567121644,0.0250757970675583,"DEG","Up-regulated",NA,NA,NA
"Low","g45595",10.2627507006995,0.189066061721158,0.0184225523190652,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",5.53e-27
"Low","g45624",11.0407154717497,0.297527320274789,0.0269481919931806,"DEG","Up-regulated",NA,NA,NA
"Low","g45650",10.0488723675986,0.201976752336747,0.0200994444897118,"DEG","Up-regulated",NA,NA,NA
"Low","g4587",9.04792333624256,0.121199190033791,0.0133952494434069,"DEG","Up-regulated",NA,NA,NA
"Low","g45918",9.02384110946427,0.215685307506137,0.023901718225061,"DEG","Up-regulated","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]",1.56e-90
"Low","g45920",10.7394384516715,0.243063447029527,0.0226327892397108,"DEG","Up-regulated",NA,NA,NA
"Low","g4601",6.4970825230685,0.173126674159555,0.0266468331816399,"DEG","Up-regulated",NA,NA,NA
"Low","g46018",10.2605813362523,0.11398462525853,0.0111089831582742,"DEG","Up-regulated",NA,NA,NA
"Low","g46035",10.1679520084248,0.152158385413278,0.0149645066466881,"DEG","Up-regulated",NA,NA,NA
"Low","g46063",11.8832807863391,0.216552631408812,0.0182233034212033,"DEG","Up-regulated",NA,NA,NA
"Low","g46124",10.7018635109259,0.152509263581953,0.0142507202999039,"DEG","Up-regulated",NA,NA,NA
"Low","g46209",10.7754826828151,0.123408868988131,0.0114527462593342,"DEG","Up-regulated",NA,NA,NA
"Low","g46359",9.7748601266037,0.251021819561565,0.0256803490086137,"DEG","Up-regulated",NA,NA,NA
"Low","g46360",12.3373677491676,0.248955829156428,0.0201790069176811,"DEG","Up-regulated",NA,NA,NA
"Low","g464",8.86065330035501,0.161787081696113,0.0182590466201438,"DEG","Up-regulated",NA,NA,NA
"Low","g46456",7.60451864482745,0.125703987345714,0.01653017018128,"DEG","Up-regulated",NA,NA,NA
"Low","g465",9.79119449057421,0.21103327990486,0.0215533743209797,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.51e-23
"Low","g46548",9.19857595521196,0.175068873080346,0.0190321712765932,"DEG","Up-regulated",NA,NA,NA
"Low","g46650",11.6372981530008,0.228406446382051,0.0196271027328757,"DEG","Up-regulated",NA,NA,NA
"Low","g46710",9.21941160596229,0.148746544838827,0.0161340605231933,"DEG","Up-regulated",NA,NA,NA
"Low","g46711",10.1218442746875,0.187494658136665,0.0185237643504898,"DEG","Up-regulated",NA,NA,NA
"Low","g46732",10.607115057306,0.144037837524784,0.0135793603394141,"DEG","Up-regulated",NA,NA,NA
"Low","g46958",15.0939399360864,0.443300207178457,0.0293694164052304,"DEG","Up-regulated",NA,NA,NA
"Low","g46965",9.08541198496919,0.115121850193948,0.0126710654821603,"DEG","Up-regulated",NA,NA,NA
"Low","g46996",10.5659152793059,0.196394642713269,0.0185875655370739,"DEG","Up-regulated",NA,NA,NA
"Low","g46997",10.4406057079421,0.222149764106205,0.0212774785601968,"DEG","Up-regulated",NA,NA,NA
"Low","g47197",10.439675594186,0.179545196523721,0.0171983501693973,"DEG","Up-regulated",NA,NA,NA
"Low","g47198",10.3092552422671,0.191928544989115,0.0186171105941993,"DEG","Up-regulated",NA,NA,NA
"Low","g47357",9.60777594400245,0.116877282989312,0.0121648635095692,"DEG","Up-regulated",NA,NA,NA
"Low","g4738",10.5609805793459,0.260014104260728,0.0246202615663585,"DEG","Up-regulated","Q09575","Uncharacterized protein K02A2.6",2.94e-29
"Low","g47461",7.93439460449847,0.161357039367959,0.0203364021341309,"DEG","Up-regulated","Q62130","Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase PTP36)",6.8e-21
"Low","g47464",11.2364862710626,0.196541269077243,0.0174913459898399,"DEG","Up-regulated",NA,NA,NA
"Low","g4777",10.6163337788875,0.158284161782165,0.0149094937177787,"DEG","Up-regulated","Q80V42","Carboxypeptidase M (CPM) (EC 3.4.17.12)",5.6e-13
"Low","g47849",9.19421693638035,0.0781595145292506,0.00850094304605576,"DEG","Up-regulated",NA,NA,NA
"Low","g4791",8.78297812813174,0.234679898308647,0.0267198545738115,"DEG","Up-regulated",NA,NA,NA
"Low","g47917",10.6180898353122,0.209827124998096,0.0197612874116285,"DEG","Up-regulated",NA,NA,NA
"Low","g4800",9.82083003399009,0.160166078748384,0.0163088128186769,"DEG","Up-regulated",NA,NA,NA
"Low","g48015",7.72246694012505,0.185970440818155,0.0240817399750686,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.42e-32
"Low","g48065",11.2156516715159,0.311773751100746,0.0277980950400368,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.38e-37
"Low","g48216",9.96247374463413,0.17444272005642,0.0175099804052559,"DEG","Up-regulated",NA,NA,NA
"Low","g48217",9.55470394066335,0.141164540814629,0.0147743500679131,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",3.43e-24
"Low","g48268",9.12368894732896,0.15562268057926,0.0170569910348402,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",5.69e-22
"Low","g4834",7.79427246564399,0.176326778687567,0.0226226090330803,"DEG","Up-regulated","Q7Z340","Zinc finger protein 551 (Zinc finger protein KOX23)",6.05e-41
"Low","g48351",9.42694235790971,0.230062733648367,0.0244048096311242,"DEG","Up-regulated",NA,NA,NA
"Low","g48602",8.4693560015574,0.20971352659317,0.0247614489879285,"DEG","Up-regulated","Q9VV43","Tubulin polymerization-promoting protein homolog (TPPP) (Protein ringmaker)",7.74e-17
"Low","g48703",11.8123280171456,0.163189753380061,0.0138152067182008,"DEG","Up-regulated",NA,NA,NA
"Low","g48704",11.4431883658309,0.175984127801381,0.015378941792732,"DEG","Up-regulated",NA,NA,NA
"Low","g48749",8.25986872188617,0.176194606732842,0.0213314052154338,"DEG","Up-regulated",NA,NA,NA
"Low","g49051",9.59495939916051,0.131581664841633,0.0137136239318683,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",3.28e-20
"Low","g49052",11.7772104864439,0.159978463613151,0.0135837313765677,"DEG","Up-regulated",NA,NA,NA
"Low","g49136",10.9448220740795,0.293589082268112,0.0268244728220312,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",2.09e-18
"Low","g49217",9.35969919745368,0.133928286952816,0.0143090375157838,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",5.12e-25
"Low","g49229",8.25376768729327,0.225399642801976,0.0273086972327777,"DEG","Up-regulated",NA,NA,NA
"Low","g49234",12.3506328584975,0.161475384679769,0.013074259961397,"DEG","Up-regulated",NA,NA,NA
"Low","g49303",9.42986242276515,0.277659741841081,0.0294447288192421,"DEG","Up-regulated",NA,NA,NA
"Low","g4934",9.81080678567285,0.135103959626493,0.0137709326641506,"DEG","Up-regulated","Q6NT04","Tigger transposable element-derived protein 7",1.01e-33
"Low","g49350",11.5856340307398,0.297727500911879,0.0256979894343224,"DEG","Up-regulated",NA,NA,NA
"Low","g4941",8.31869278162735,0.154230167253862,0.0185401927084619,"DEG","Up-regulated",NA,NA,NA
"Low","g4942",9.21638363111821,0.19928470278521,0.0216228740861377,"DEG","Up-regulated",NA,NA,NA
"Low","g49454",10.7353832386369,0.182446238659699,0.0169948510084922,"DEG","Up-regulated","Q96DM1","PiggyBac transposable element-derived protein 4",1.63e-36
"Low","g49455",10.0255360956454,0.18046477352505,0.0180005110752566,"DEG","Up-regulated",NA,NA,NA
"Low","g4956",12.2836965158627,0.290101760201499,0.0236168127262727,"DEG","Up-regulated",NA,NA,NA
"Low","g4957",11.0013120506425,0.294363169190149,0.0267570965931248,"DEG","Up-regulated",NA,NA,NA
"Low","g5000",11.0161074034038,0.125350842990057,0.0113788689960781,"DEG","Up-regulated",NA,NA,NA
"Low","g50117",10.7071054537323,0.243134857821767,0.0227078045389957,"DEG","Up-regulated",NA,NA,NA
"Low","g50253",9.06532072377856,0.146852500510092,0.0161993717580112,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",2.39e-17
"Low","g50314",10.5556882750297,0.302194764884784,0.0286286177661812,"DEG","Up-regulated",NA,NA,NA
"Low","g50315",11.8733624249036,0.263538924081863,0.0221958123276947,"DEG","Up-regulated",NA,NA,NA
"Low","g50348",10.9778203544646,0.262020496730608,0.0238681713008763,"DEG","Up-regulated",NA,NA,NA
"Low","g5037",10.3629651689995,0.19784080953027,0.019091139100043,"DEG","Up-regulated","Q01484","Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin)",4e-22
"Low","g50404",11.0604875910447,0.154650333116673,0.0139822346748879,"DEG","Up-regulated",NA,NA,NA
"Low","g50501",10.9892647444938,0.20232424747115,0.0184110813758059,"DEG","Up-regulated",NA,NA,NA
"Low","g50537",10.8660331520965,0.145715647530111,0.0134101972164512,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",2.05e-25
"Low","g5067",8.46550816247424,0.172394887312837,0.0203643873473569,"DEG","Up-regulated","Q8TF32","Zinc finger protein 431",3.5e-79
"Low","g50724",7.77242108753788,0.227955589885784,0.0293287750777274,"DEG","Up-regulated",NA,NA,NA
"Low","g5094",11.4206545108351,0.235108641445812,0.0205862668573643,"DEG","Up-regulated",NA,NA,NA
"Low","g5108",6.76788758829983,0.198749608062991,0.0293665645993567,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",4.01e-25
"Low","g51108",7.58770637122265,0.226209549854874,0.0298126388644668,"DEG","Up-regulated",NA,NA,NA
"Low","g5116",9.42939581238853,0.179773997121391,0.0190652721232892,"DEG","Up-regulated",NA,NA,NA
"Low","g51207",8.485735480307,0.178648251063539,0.0210527716163356,"DEG","Up-regulated",NA,NA,NA
"Low","g51219",13.014665839049,0.383654332231365,0.0294786156614375,"DEG","Up-regulated",NA,NA,NA
"Low","g51326",10.3155540452756,0.265186195146332,0.0257074117378877,"DEG","Up-regulated",NA,NA,NA
"Low","g5147",11.0838631015055,0.0764250665701471,0.00689516514867151,"DEG","Up-regulated",NA,NA,NA
"Low","g51549",12.2082198585559,0.288541747758427,0.0236350386134477,"DEG","Up-regulated","P47236","Paired box protein Pax-1 (Fragment)",2.71e-16
"Low","g51680",9.72154291839647,0.20819955674169,0.0214163079347935,"DEG","Up-regulated",NA,NA,NA
"Low","g52111",8.79264625236664,0.208638088035198,0.0237287026052072,"DEG","Up-regulated",NA,NA,NA
"Low","g52200",11.174195459549,0.211038687903147,0.0188862534817038,"DEG","Up-regulated",NA,NA,NA
"Low","g52245",11.9275130836766,0.212971362360568,0.0178554708652578,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.82e-30
"Low","g52266",10.2960127932827,0.211208332747934,0.020513604342618,"DEG","Up-regulated",NA,NA,NA
"Low","g52277",9.27154251439501,0.158145066173418,0.017057039422284,"DEG","Up-regulated",NA,NA,NA
"Low","g52340",7.26836775758262,0.141722138577897,0.0194984820945594,"DEG","Up-regulated",NA,NA,NA
"Low","g52415",9.88056488268492,0.165269870738268,0.0167267633683468,"DEG","Up-regulated",NA,NA,NA
"Low","g52416",10.3363751603485,0.120664302362667,0.011673754144059,"DEG","Up-regulated",NA,NA,NA
"Low","g5270",11.5063755425168,0.310090331173388,0.0269494359911671,"DEG","Up-regulated",NA,NA,NA
"Low","g5290",9.74461044286285,0.254086511624164,0.0260745684103013,"DEG","Up-regulated",NA,NA,NA
"Low","g5291",9.71969230536029,0.237862133264094,0.0244721875745918,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",1.86e-17
"Low","g5316",9.35268241536805,0.202127642923589,0.021611729549531,"DEG","Up-regulated",NA,NA,NA
"Low","g53363",6.99448586099165,0.197461036852555,0.0282309580399323,"DEG","Up-regulated",NA,NA,NA
"Low","g53380",8.47339372605379,0.177070151135616,0.0208971938352357,"DEG","Up-regulated",NA,NA,NA
"Low","g53489",9.88091698796493,0.150671871240529,0.0152487741192492,"DEG","Up-regulated","P50579","Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)",3.2e-17
"Low","g53490",7.3880269901813,0.21315024340709,0.0288507667460294,"DEG","Up-regulated","P50579","Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)",1.64e-22
"Low","g5353",8.18849846143928,0.204664689014768,0.0249941658997142,"DEG","Up-regulated",NA,NA,NA
"Low","g53599",13.1599094480478,0.216392726114803,0.0164433294141628,"DEG","Up-regulated",NA,NA,NA
"Low","g53600",14.2570173761623,0.22666815103352,0.0158987076365993,"DEG","Up-regulated",NA,NA,NA
"Low","g53782",10.2209582746248,0.225278138428378,0.0220408040396434,"DEG","Up-regulated",NA,NA,NA
"Low","g53783",8.27533454838161,0.246324420040041,0.029766098107564,"DEG","Up-regulated",NA,NA,NA
"Low","g5381",8.78810880421003,0.118216898839583,0.0134519157048841,"DEG","Up-regulated",NA,NA,NA
"Low","g53815",11.0335590567881,0.160419102155683,0.0145391982160997,"DEG","Up-regulated",NA,NA,NA
"Low","g53822",11.6569121256745,0.160649483349423,0.0137814784582265,"DEG","Up-regulated",NA,NA,NA
"Low","g5389",11.4677249195985,0.12645579529779,0.0110271039970339,"DEG","Up-regulated",NA,NA,NA
"Low","g53974",13.7156312522333,0.372631667657283,0.027168393550724,"DEG","Up-regulated",NA,NA,NA
"Low","g53981",9.94464572952903,0.279030555401906,0.028058370603728,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",6.16e-18
"Low","g54019",7.48167090150397,0.158960876117742,0.021246707882565,"DEG","Up-regulated",NA,NA,NA
"Low","g54070",7.88801648431228,0.137587904874717,0.0174426492576876,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",3.12e-23
"Low","g54337",8.1747818994255,0.144190664810827,0.0176384723879863,"DEG","Up-regulated",NA,NA,NA
"Low","g54395",10.1534598237713,0.164688510723661,0.0162199401565653,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",8.4e-28
"Low","g54422",7.23701729219445,0.199000949966541,0.0274976474328969,"DEG","Up-regulated",NA,NA,NA
"Low","g5461",11.1573928850256,0.332631242423857,0.029812631485827,"DEG","Up-regulated",NA,NA,NA
"Low","g54664",7.00933506183216,0.17676489140271,0.0252184964541423,"DEG","Up-regulated",NA,NA,NA
"Low","g54671",11.623146966682,0.203623094193598,0.0175187575944181,"DEG","Up-regulated",NA,NA,NA
"Low","g54900",10.5299319695195,0.311003332370862,0.0295351701484026,"DEG","Up-regulated",NA,NA,NA
"Low","g54919",10.8085730948937,0.293683612864461,0.0271713583547126,"DEG","Up-regulated",NA,NA,NA
"Low","g55",11.0304525750048,0.214503321348603,0.0194464660348272,"DEG","Up-regulated",NA,NA,NA
"Low","g55156",9.53522629400381,0.185576816452849,0.0194622351615869,"DEG","Up-regulated",NA,NA,NA
"Low","g55257",10.4999274849651,0.257006442007522,0.0244769730434359,"DEG","Up-regulated",NA,NA,NA
"Low","g55258",11.5816844984688,0.234051273085628,0.0202087419249395,"DEG","Up-regulated",NA,NA,NA
"Low","g55408",9.87297350538952,0.189866504820178,0.0192309342992294,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",1.8e-32
"Low","g55409",13.2859028566273,0.186027526163885,0.0140018731260774,"DEG","Up-regulated",NA,NA,NA
"Low","g55484",11.237667040824,0.308319439962364,0.027436249787639,"DEG","Up-regulated",NA,NA,NA
"Low","g55486",10.8418370774988,0.197128632133491,0.0181822167889438,"DEG","Up-regulated",NA,NA,NA
"Low","g55643",8.9100759249192,0.228845915520419,0.0256839467417327,"DEG","Up-regulated",NA,NA,NA
"Low","g55724",6.09577125061549,0.174268048556711,0.0285883510702793,"DEG","Up-regulated",NA,NA,NA
"Low","g55799",9.46991828581532,0.248904426385091,0.0262836931505436,"DEG","Up-regulated",NA,NA,NA
"Low","g55963",10.3586094170727,0.236289666885426,0.0228109447293168,"DEG","Up-regulated",NA,NA,NA
"Low","g55964",10.1090125508249,0.250889322095367,0.0248183807106753,"DEG","Up-regulated",NA,NA,NA
"Low","g56",11.6644978072528,0.171723675806325,0.0147219090477731,"DEG","Up-regulated",NA,NA,NA
"Low","g56253",9.62426701100818,0.257277298044586,0.0267321446662186,"DEG","Up-regulated",NA,NA,NA
"Low","g56254",10.2808403664172,0.248719584548846,0.0241925344314556,"DEG","Up-regulated",NA,NA,NA
"Low","g56552",8.84551005352477,0.205943885369566,0.0232823075349399,"DEG","Up-regulated",NA,NA,NA
"Low","g56815",11.3943904956358,0.197226803819965,0.0173091139798575,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.47e-13
"Low","g5684",10.8292485932058,0.176906605728039,0.0163360000655104,"DEG","Up-regulated",NA,NA,NA
"Low","g5685",9.97513103214507,0.219445875686651,0.0219992975510279,"DEG","Up-regulated",NA,NA,NA
"Low","g56985",9.50415621019028,0.206419359078181,0.0217188516805794,"DEG","Up-regulated",NA,NA,NA
"Low","g57",9.93603623647938,0.199828315277163,0.0201114720720833,"DEG","Up-regulated",NA,NA,NA
"Low","g57084",11.3919241361864,0.203042038209272,0.0178233313162884,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",7.31e-19
"Low","g57265",9.88847756874554,0.134837799508772,0.0136358502682913,"DEG","Up-regulated",NA,NA,NA
"Low","g57266",8.88380822048636,0.141275142509497,0.0159025430314572,"DEG","Up-regulated",NA,NA,NA
"Low","g57282",9.69860741444385,0.144430770302127,0.0148919080987886,"DEG","Up-regulated",NA,NA,NA
"Low","g57387",8.26360405625534,0.15668897885809,0.0189613366990254,"DEG","Up-regulated",NA,NA,NA
"Low","g57459",9.82287944844564,0.267505902576314,0.0272329416216794,"DEG","Up-regulated",NA,NA,NA
"Low","g5774",10.7473461114012,0.107399712491977,0.00999313796901381,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.49e-17
"Low","g57793",11.958581354055,0.201223540718494,0.0168267066770643,"DEG","Up-regulated",NA,NA,NA
"Low","g57820",9.20987782412203,0.209636144405813,0.0227620983045774,"DEG","Up-regulated",NA,NA,NA
"Low","g5791",12.650407240357,0.17843713004432,0.0141052478907615,"DEG","Up-regulated",NA,NA,NA
"Low","g5792",11.7332593201851,0.222925432790511,0.0189994465056275,"DEG","Up-regulated",NA,NA,NA
"Low","g58505",10.8411072264315,0.237520512427684,0.0219092485174015,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",4.78e-26
"Low","g5854",10.8154333017283,0.149620558917359,0.013833986558213,"DEG","Up-regulated","Q9BSU3","N-alpha-acetyltransferase 11 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog B) (hARD2) (NatA catalytic subunit Naa11)",4.69e-21
"Low","g5869",10.4567496421625,0.183272538335802,0.0175267214581511,"DEG","Up-regulated",NA,NA,NA
"Low","g58864",10.487344226961,0.208253205117573,0.0198575731482325,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",6.68e-34
"Low","g58872",10.518383437076,0.217963468902609,0.0207221452047768,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.04e-25
"Low","g58878",10.3649506005406,0.233858120955683,0.0225623960951138,"DEG","Up-regulated","Q96MY1","Nucleolar protein 4-like",1.62e-26
"Low","g58902",11.1107058695467,0.260784347209209,0.0234714472933707,"DEG","Up-regulated",NA,NA,NA
"Low","g59290",8.59120684110472,0.169225591509853,0.0196975343091719,"DEG","Up-regulated",NA,NA,NA
"Low","g59339",5.20932595815032,0.130553823346697,0.0250615577515239,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",8.53e-16
"Low","g59423",10.5561145765207,0.144741481207554,0.0137116246852316,"DEG","Up-regulated",NA,NA,NA
"Low","g59427",7.91632709257169,0.187430578823072,0.0236764571033135,"DEG","Up-regulated",NA,NA,NA
"Low","g59439",11.3063728176978,0.197020731140443,0.0174256354639259,"DEG","Up-regulated",NA,NA,NA
"Low","g59445",9.24474909481573,0.134410360164494,0.0145391030936544,"DEG","Up-regulated",NA,NA,NA
"Low","g5948",9.22223058092174,0.147777824222647,0.0160240868980611,"DEG","Up-regulated",NA,NA,NA
"Low","g595",7.26486843831113,0.166281427766989,0.0228884293196704,"DEG","Up-regulated",NA,NA,NA
"Low","g59943",7.10207075420803,0.199158445435555,0.0280423065790427,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",6.23e-19
"Low","g6003",10.7670116491705,0.200568065184805,0.0186280159918149,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.96e-12
"Low","g60091",11.209637290147,0.203441643393114,0.0181488158918338,"DEG","Up-regulated",NA,NA,NA
"Low","g60189",7.22404758984718,0.162158178906529,0.0224469975993,"DEG","Up-regulated",NA,NA,NA
