gene	gene_ontology_i_ds
evm.TU.HiC_scaffold_67.7	GO:0003743; GO:0003924; GO:0005525; GO:0005737
evm.TU.HiC_scaffold_101.1	GO:0000149; GO:0001778; GO:0001786; GO:0005509; GO:0005516; GO:0005544; GO:0005546; GO:0005764; GO:0005765; GO:0005777; GO:0005778; GO:0005829; GO:0005886; GO:0006909; GO:0008021; GO:0014059; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030276; GO:0030670; GO:0030672; GO:0031045; GO:0032009; GO:0036465; GO:0042995; GO:0045956; GO:0046850; GO:0048791; GO:0050764; GO:0050796; GO:0070062; GO:0070092; GO:0070382; GO:0071277; GO:0090119; GO:0090385; GO:0098686; GO:0099056; GO:1990926; GO:1990927
evm.TU.HiC_scaffold_101.2	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_47.5	GO:0000139; GO:0003924; GO:0005525; GO:0005802; GO:0005829; GO:0006895; GO:0008543; GO:0015031; GO:0019003; GO:0031901; GO:0032456; GO:0032880; GO:0042742; GO:0045335; GO:0045995; GO:0055037; GO:0090382
evm.TU.HiC_scaffold_47.7	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_23.4	GO:0005509; GO:0005886; GO:0005911; GO:0007156; GO:0007411; GO:0007412; GO:0007413; GO:0016021; GO:0016318; GO:0016339; GO:0030424; GO:0030425; GO:0031290; GO:0042803; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048675; GO:0048814; GO:0048841; GO:0048846; GO:0050774; GO:0098609
evm.TU.HiC_scaffold_23.5	GO:0005509; GO:0005886; GO:0005911; GO:0007156; GO:0007411; GO:0007412; GO:0007413; GO:0016021; GO:0016318; GO:0016339; GO:0030424; GO:0030425; GO:0031290; GO:0042803; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048675; GO:0048814; GO:0048841; GO:0048846; GO:0050774; GO:0098609
evm.TU.HiC_scaffold_28.17	GO:0003676; GO:0005634; GO:0005737; GO:0015074; GO:0045787; GO:0050679
evm.TU.HiC_scaffold_72.2	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_45.4	GO:0003333; GO:0005765; GO:0005774; GO:0015171; GO:0015184; GO:0015293; GO:0015811; GO:0016021
evm.TU.HiC_scaffold_45.5	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_45.6	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_45.7	GO:0003964
evm.TU.HiC_scaffold_87.2	GO:0001666; GO:0003032; GO:0005375; GO:0005381; GO:0005384; GO:0005385; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005773; GO:0005802; GO:0005886; GO:0005887; GO:0006783; GO:0006824; GO:0006825; GO:0006826; GO:0006828; GO:0006879; GO:0006919; GO:0007611; GO:0009986; GO:0010039; GO:0015086; GO:0015087; GO:0015093; GO:0015094; GO:0015099; GO:0015100; GO:0015295; GO:0015675; GO:0015676; GO:0015692; GO:0016020; GO:0016324; GO:0022890; GO:0031410; GO:0031526; GO:0031902; GO:0033212; GO:0034599; GO:0034755; GO:0045177; GO:0045178; GO:0046870; GO:0046915; GO:0048471; GO:0048813; GO:0048821; GO:0055037; GO:0060586; GO:0070574; GO:0070826; GO:1903561; GO:1905394
evm.TU.HiC_scaffold_95.2	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_100.8	GO:0003964
evm.TU.HiC_scaffold_100.9	GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005581; GO:0005615; GO:0007186; GO:0031232; GO:0032757; GO:0033691; GO:0038187; GO:0043394; GO:0046872; GO:0048306; GO:0062023; GO:0097367; GO:2001065
evm.TU.HiC_scaffold_100.10	GO:0000139; GO:0005795; GO:0006487; GO:0008455; GO:0009312; GO:0016021; GO:0018279; GO:0030145; GO:0042803
evm.TU.HiC_scaffold_9.3	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_100.12	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_62.3	GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_92.17	GO:0001750; GO:0001917; GO:0005085; GO:0005829; GO:0005886; GO:0005903; GO:0005929; GO:0007165; GO:0007188; GO:0007189; GO:0007264; GO:0014069; GO:0014911; GO:0016323; GO:0016324; GO:0017156; GO:0017157; GO:0030073; GO:0030424; GO:0030425; GO:0030426; GO:0030552; GO:0031267; GO:0032991; GO:0043025; GO:0043197; GO:0044316; GO:0044877; GO:0050714; GO:0050773; GO:0050805; GO:0060076; GO:0098686; GO:0098693; GO:0098696; GO:0098978; GO:0099175; GO:1904457
evm.TU.HiC_scaffold_92.18	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_67.8	GO:0003727; GO:0004521; GO:0005759; GO:0046872
evm.TU.HiC_scaffold_25.2	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_54.1	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_57.4	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_90.8	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_25.4	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.4	GO:0000139; GO:0005085; GO:0005829; GO:0006886; GO:0034066; GO:0042147
evm.TU.HiC_scaffold_57.5	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_57.6	GO:0000045; GO:0000407; GO:0005764; GO:0009267; GO:0032266; GO:0080025
evm.TU.HiC_scaffold_57.7	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_83.1	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.2	GO:0005654; GO:0016604; GO:0043565
evm.TU.HiC_scaffold_103.8	GO:0000122; GO:0000977; GO:0001227; GO:0001708; GO:0001709; GO:0003677; GO:0005634; GO:0007417; GO:0007424; GO:0007427; GO:0007489; GO:0030718; GO:0032876; GO:0035019; GO:0035094; GO:0035147; GO:0035215; GO:0035220; GO:0036335; GO:0042332; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048076; GO:0055059; GO:2000177
evm.TU.HiC_scaffold_102.10	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_3.11	GO:0000978; GO:0000981; GO:0001216; GO:0003677; GO:0005634; GO:0006355; GO:0046872
evm.TU.HiC_scaffold_94.3	GO:0003085; GO:0003779; GO:0005737; GO:0005815; GO:0030036; GO:0031941; GO:0060452
evm.TU.HiC_scaffold_92.19	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_94.7	GO:0003964
evm.TU.HiC_scaffold_94.8	GO:0003964
evm.TU.HiC_scaffold_3.12	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_73.5	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_15.10	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_28.18	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_18.17	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_85.8	GO:0000062; GO:0003857; GO:0003985; GO:0004300; GO:0005739; GO:0005743; GO:0006635; GO:0009410; GO:0016507; GO:0016508; GO:0016509; GO:0032868; GO:0035965; GO:0042645; GO:0044877; GO:0070403
evm.TU.HiC_scaffold_65.5	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_102.11	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_90.12	GO:0003964
evm.TU.HiC_scaffold_90.13	GO:0003990; GO:0005576; GO:0005886; GO:0042135; GO:0045202
evm.TU.HiC_scaffold_94.9	GO:0003964
evm.TU.HiC_scaffold_12.2	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_37.1	GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0006915; GO:0046872
evm.TU.HiC_scaffold_90.14	GO:0004719; GO:0005737
evm.TU.HiC_scaffold_82.10	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.1	GO:0004674; GO:0004712; GO:0005524; GO:0005737; GO:0005794; GO:0005829; GO:0005925; GO:0006898; GO:0007029; GO:0007030; GO:0007049; GO:0009913; GO:0010977; GO:0030276; GO:0030332; GO:0031982; GO:0034067; GO:0035622; GO:0043231; GO:0048468; GO:0048471; GO:0048853; GO:0061436; GO:0072318; GO:0072583; GO:0072659; GO:0090160; GO:0106310; GO:1905224; GO:2000179
evm.TU.HiC_scaffold_104.12	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.12	GO:0006633; GO:0009922; GO:0030176; GO:0102756
evm.TU.HiC_scaffold_87.6	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_52.4	GO:0000463; GO:0003723; GO:0003735; GO:0022625
evm.TU.HiC_scaffold_52.5	GO:0003878; GO:0005524; GO:0005737; GO:0006629; GO:0046872
evm.TU.HiC_scaffold_79.13	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_63.1	GO:0003964
evm.TU.HiC_scaffold_30.4	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.9	GO:0003964
evm.TU.HiC_scaffold_50.10	GO:0003964
evm.TU.HiC_scaffold_50.11	GO:0003964
evm.TU.HiC_scaffold_50.12	GO:0001933; GO:0001942; GO:0004867; GO:0005576; GO:0005615; GO:0005829; GO:0005886; GO:0009986; GO:0010839; GO:0030512; GO:0031092; GO:0031225; GO:0045616; GO:0050431; GO:0061045; GO:0072675
evm.TU.HiC_scaffold_53.4	GO:0003964
evm.TU.HiC_scaffold_15.12	GO:0002098; GO:0005739; GO:0030488; GO:0050660; GO:0070899
evm.TU.HiC_scaffold_15.14	GO:0002098; GO:0005739; GO:0030488; GO:0050660; GO:0070899
evm.TU.HiC_scaffold_81.10	GO:0000139; GO:0005509; GO:0005576; GO:0005789; GO:0005887; GO:0007156; GO:0009986; GO:0016339; GO:0043005; GO:0044331; GO:0045211; GO:0050806; GO:0051965
evm.TU.HiC_scaffold_81.11	GO:0004567; GO:0005537; GO:0005886; GO:0006464; GO:0006516; GO:0009313; GO:0035577; GO:0043202
evm.TU.HiC_scaffold_84.6	GO:0000287; GO:0004449; GO:0005739; GO:0006099; GO:0006102; GO:0051287
evm.TU.HiC_scaffold_84.7	GO:0005198; GO:0005635; GO:0005637; GO:0005640; GO:0005654; GO:0005765; GO:0005789; GO:0005829; GO:0006606; GO:0006886; GO:0012507; GO:0030127; GO:0031080; GO:0032008; GO:0032527; GO:0042802; GO:0043231; GO:0051028; GO:0061700; GO:0070062; GO:0090110; GO:0090114; GO:1904263
evm.TU.HiC_scaffold_1032.1	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.8	GO:0003964
evm.TU.HiC_scaffold_96.10	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_96.11	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_55.8	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_31.3	GO:0004176; GO:0004222; GO:0005524; GO:0005739; GO:0005745; GO:0008270; GO:0010468; GO:0010628; GO:0010629; GO:0016887; GO:0034622; GO:0034982; GO:0050829; GO:0065003; GO:0110039
evm.TU.HiC_scaffold_31.4	GO:0000243; GO:0000387; GO:0000395; GO:0003729; GO:0005685; GO:0008270; GO:0030619; GO:0071004
evm.TU.HiC_scaffold_10.10	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_70.8	GO:0003964
evm.TU.HiC_scaffold_13.14	GO:0004970; GO:0005886; GO:0008066; GO:0015276; GO:0035176; GO:0035249; GO:0038023; GO:0042802; GO:0045211; GO:0050804; GO:0098978; GO:0099061; GO:1904315
evm.TU.HiC_scaffold_90.15	GO:0003824; GO:0005634; GO:0005737
evm.TU.HiC_scaffold_76.7	GO:0003964
evm.TU.HiC_scaffold_76.9	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_82.11	GO:0003964
evm.TU.HiC_scaffold_1.3	GO:0005576; GO:0007218
evm.TU.HiC_scaffold_2.9	GO:0003964
evm.TU.HiC_scaffold_94.11	GO:0003676; GO:0003677; GO:0003723; GO:0005634; GO:0005737; GO:0006366; GO:0007283; GO:0009386; GO:0010468; GO:0048599; GO:0120162
evm.TU.HiC_scaffold_10.12	GO:0042302
evm.TU.HiC_scaffold_10.13	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_10.14	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_1.6	GO:0004252; GO:0005615; GO:0006937; GO:0007274; GO:0008340; GO:0008582; GO:0009612; GO:0014057; GO:0016020; GO:0016485; GO:0016486; GO:0030070; GO:0030424; GO:0030536; GO:0031410; GO:0043005; GO:0043058; GO:0045202; GO:0045887; GO:0060456; GO:0061096; GO:0061837; GO:0090325; GO:0090326; GO:0090472; GO:0090474; GO:0098770; GO:1900073; GO:1901046; GO:1903998; GO:1904014; GO:1904810; GO:1905850; GO:1905852; GO:1905910; GO:1905954
evm.TU.HiC_scaffold_28.19	GO:0042302
evm.TU.HiC_scaffold_28.20	GO:0004567; GO:0005764; GO:0005975; GO:0006516
evm.TU.HiC_scaffold_90.16	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_90.17	GO:0003964
evm.TU.HiC_scaffold_56.9	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_104.13	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_81.12	GO:0000932; GO:0005634; GO:0006402; GO:0006417; GO:0030014; GO:0030374; GO:0031047; GO:0033147
evm.TU.HiC_scaffold_2.10	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.21	GO:0002276; GO:0003676; GO:0004528; GO:0005509; GO:0005576; GO:0006220; GO:0008270; GO:0009897; GO:0016021; GO:0016324; GO:0033007; GO:0035529; GO:0036218; GO:0046034; GO:0047429; GO:0050728; GO:0070667
evm.TU.HiC_scaffold_92.22	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_92.23	GO:0003964
evm.TU.HiC_scaffold_21.6	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_55.9	GO:0003964
evm.TU.HiC_scaffold_17.4	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_46.10	GO:0001228; GO:0005634; GO:0006914; GO:0035071; GO:0043565
evm.TU.HiC_scaffold_57.9	GO:0003779; GO:0004842; GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0030424; GO:0030425; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
evm.TU.HiC_scaffold_57.11	GO:0003964
evm.TU.HiC_scaffold_57.13	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_21.7	GO:0003964
evm.TU.HiC_scaffold_39.11	GO:0007399; GO:0016021; GO:0030154; GO:0030215
evm.TU.HiC_scaffold_50.13	GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0006508; GO:0007186; GO:0030246; GO:0031232; GO:0032757; GO:0033691; GO:0034394; GO:0034774; GO:0038187; GO:0043654; GO:0046597; GO:0046872; GO:0062023; GO:0097367; GO:1903028; GO:1904813; GO:1905370
evm.TU.HiC_scaffold_78.11	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_6950.1	GO:0005634; GO:0005829; GO:0009860; GO:0010183; GO:0047134; GO:0080092
evm.TU.HiC_scaffold_79.15	GO:0000132; GO:0002039; GO:0005522; GO:0005634; GO:0005654; GO:0005737; GO:0005769; GO:0005770; GO:0005776; GO:0005783; GO:0005794; GO:0005814; GO:0005829; GO:0006890; GO:0006915; GO:0007030; GO:0016234; GO:0019900; GO:0030424; GO:0030425; GO:0030659; GO:0031072; GO:0031587; GO:0031648; GO:0032991; GO:0034452; GO:0042297; GO:0042802; GO:0043065; GO:0043666; GO:0044325; GO:0045505; GO:0045724; GO:0047496; GO:0048471; GO:0048487; GO:0099111; GO:0099523; GO:0099524; GO:1903599; GO:1904504; GO:1905289; GO:1905337; GO:2000479; GO:2001237
evm.TU.HiC_scaffold_94.12	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_94.13	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_96.13	GO:0005524; GO:0005548; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005887; GO:0005925; GO:0006629; GO:0015629; GO:0016020; GO:0016021; GO:0016324; GO:0030136; GO:0032376; GO:0032782; GO:0042626; GO:0042910; GO:0045121; GO:0045332; GO:0046581; GO:0055085; GO:0055088; GO:0061092; GO:0070062; GO:0090554; GO:0090555; GO:0140359; GO:1901557; GO:1903413; GO:2001140
evm.TU.HiC_scaffold_12.3	GO:0003677; GO:0005634; GO:0006313; GO:0015074
evm.TU.HiC_scaffold_72.5	GO:0003964
evm.TU.HiC_scaffold_22.3	GO:0003873; GO:0004331; GO:0005524; GO:0005654; GO:0005829; GO:0006000; GO:0006003; GO:0006110; GO:0007420
evm.TU.HiC_scaffold_29.16	GO:0000146; GO:0005516; GO:0005524; GO:0005703; GO:0005863; GO:0006936; GO:0007298; GO:0007427; GO:0007517; GO:0007527; GO:0008307; GO:0016459; GO:0030017; GO:0030239; GO:0030241; GO:0031033; GO:0031672; GO:0040011; GO:0042692; GO:0042803; GO:0043520; GO:0045214; GO:0050821; GO:0051015; GO:0060361; GO:0071689
evm.TU.HiC_scaffold_29.18	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_59.4	GO:0003964
evm.TU.HiC_scaffold_59.5	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.6	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.12	GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746
evm.TU.HiC_scaffold_30.6	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_52.6	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_79.16	GO:0003964
evm.TU.HiC_scaffold_50.14	GO:0000122; GO:0000993; GO:0003682; GO:0005634; GO:0006368; GO:0007507; GO:0016570; GO:0016593; GO:0035327
evm.TU.HiC_scaffold_50.15	GO:0005635; GO:0008021; GO:0030424; GO:0030425; GO:0030431; GO:0043204; GO:0043291; GO:0048149; GO:0061534
evm.TU.HiC_scaffold_104.14	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_104.15	GO:0003677; GO:0003887; GO:0003964; GO:0004523; GO:0006260; GO:0046872
evm.TU.HiC_scaffold_67.10	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_78.13	GO:0005085; GO:0005654; GO:0005737; GO:0005829; GO:0016477; GO:0030027; GO:0030032; GO:0030175; GO:0030334; GO:0032587; GO:0035556; GO:0042802; GO:0046847
evm.TU.HiC_scaffold_78.14	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_88.2	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_88.3	GO:0000123; GO:0003677; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005829; GO:0005886; GO:0006325; GO:0006355; GO:0010698; GO:0042393; GO:0043966; GO:0043972; GO:0044154; GO:0045893; GO:0046872; GO:0070776
evm.TU.HiC_scaffold_84.11	GO:0005739; GO:0005789; GO:0005886; GO:0007053; GO:0007283; GO:0016006; GO:0016021; GO:0042284; GO:0046513; GO:0070938
evm.TU.HiC_scaffold_84.12	GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0006915; GO:0046872
evm.TU.HiC_scaffold_84.13	GO:0000122; GO:0000978; GO:0000981; GO:0003682; GO:0005634; GO:0006355; GO:0030154; GO:0043433; GO:0046872
evm.TU.HiC_scaffold_84.15	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_40.2	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_40.4	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_78.15	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_71.3	GO:0000151; GO:0005739; GO:0006511; GO:0031462; GO:0031867; GO:0043407; GO:0050728; GO:0050729; GO:0051438; GO:0140627; GO:1990756
evm.TU.HiC_scaffold_71.4	GO:0003964
evm.TU.HiC_scaffold_71.5	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_71.6	GO:0005737; GO:0005815; GO:0015031; GO:0030030; GO:0034464; GO:0060170
evm.TU.HiC_scaffold_13.15	GO:0003964
evm.TU.HiC_scaffold_63.2	GO:0005524; GO:0006464; GO:0016874; GO:0018991
evm.TU.HiC_scaffold_82.14	GO:0005789; GO:0005886; GO:0006811; GO:0015385; GO:0015386; GO:0016021; GO:0031901; GO:0043231; GO:0048675; GO:0048812; GO:0051453; GO:0055037; GO:0055038; GO:0071805; GO:0097484; GO:0098719
evm.TU.HiC_scaffold_74.2	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.3	GO:0003964
evm.TU.HiC_scaffold_100.14	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.13	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.14	GO:0005576; GO:0006952; GO:0090729
evm.TU.HiC_scaffold_27.7	GO:0003964; GO:0004519; GO:0046872
evm.TU.HiC_scaffold_35.3	GO:0003723; GO:0004523; GO:0005654; GO:0005829; GO:0006298; GO:0006401; GO:0032299; GO:0043137; GO:0046872
evm.TU.HiC_scaffold_35.4	GO:0000139; GO:0004394; GO:0008146; GO:0010467; GO:0015014; GO:0015015; GO:0016021; GO:0030202; GO:0042802; GO:0060676
evm.TU.HiC_scaffold_25.7	GO:0001661; GO:0004114; GO:0004115; GO:0005634; GO:0005829; GO:0006198; GO:0007165; GO:0007268; GO:0007612; GO:0007613; GO:0007614; GO:0007615; GO:0007617; GO:0007619; GO:0007623; GO:0008306; GO:0008355; GO:0010738; GO:0040040; GO:0043951; GO:0045202; GO:0046872; GO:0046958; GO:0048471; GO:0048675
evm.TU.HiC_scaffold_33.6	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_90.21	GO:0003964
evm.TU.HiC_scaffold_90.23	GO:0005576; GO:0008010; GO:0008011; GO:0008061; GO:0040003; GO:0062129
evm.TU.HiC_scaffold_96.15	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.5	GO:0003964
evm.TU.HiC_scaffold_74.6	GO:0001533; GO:0005509; GO:0005576; GO:0046914
evm.TU.HiC_scaffold_84.17	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
evm.TU.HiC_scaffold_84.18	GO:0000381; GO:0003735; GO:0006412; GO:0015934; GO:0022625; GO:0070180
evm.TU.HiC_scaffold_84.19	GO:0000272; GO:0002376; GO:0002532; GO:0004568; GO:0005615; GO:0005737; GO:0006032; GO:0006915; GO:0008061; GO:0032722
evm.TU.HiC_scaffold_84.20	GO:0000272; GO:0004553; GO:0004568; GO:0005576; GO:0005615; GO:0005764; GO:0006032; GO:0006955; GO:0008061; GO:0008843; GO:0009617; GO:0035580; GO:0044245; GO:1904724
evm.TU.HiC_scaffold_59.11	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_26.6	GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_94.14	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_94.15	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_7.1	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.7	GO:0005743; GO:0016021
evm.TU.HiC_scaffold_68.8	GO:0042302
evm.TU.HiC_scaffold_68.9	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_68.10	GO:0042302
evm.TU.HiC_scaffold_85.13	GO:0005615; GO:0016021; GO:0031012; GO:0051965
evm.TU.HiC_scaffold_84.22	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.23	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_29.19	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_20.3	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.8	GO:0003677; GO:0046872
evm.TU.HiC_scaffold_6952.1	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_33.7	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_50.19	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_16.14	GO:0002027; GO:0005245; GO:0005509; GO:0005891; GO:0006816; GO:0006887; GO:0006914; GO:0007268; GO:0007269; GO:0007602; GO:0007619; GO:0007632; GO:0008331; GO:0008332; GO:0008344; GO:0010524; GO:0016057; GO:0016322; GO:0016323; GO:0016324; GO:0019722; GO:0031594; GO:0034765; GO:0042045; GO:0045433; GO:0045887; GO:0046928; GO:0048786; GO:0050908; GO:0070050; GO:0070509; GO:0070588; GO:0097352
evm.TU.HiC_scaffold_16.15	GO:0003964
evm.TU.HiC_scaffold_85.14	GO:0002161; GO:0004832; GO:0005524; GO:0005737; GO:0006438
evm.TU.HiC_scaffold_95.12	GO:0003964
evm.TU.HiC_scaffold_19.10	GO:0005654; GO:0016604; GO:0043565
evm.TU.HiC_scaffold_19.11	GO:0004567; GO:0005764; GO:0005975; GO:0006516
evm.TU.HiC_scaffold_1039.1	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_103.10	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.24	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_93.1	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_93.2	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.8	GO:0000079; GO:0000439; GO:0005634; GO:0005675; GO:0006357; GO:0006366; GO:0006367; GO:0007049; GO:0016301; GO:0016538; GO:0019907; GO:0050821; GO:0070516; GO:0070816; GO:0070985
evm.TU.HiC_scaffold_20.4	GO:0000245; GO:0000287; GO:0000785; GO:0003723; GO:0004672; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0006468; GO:0007059; GO:0008380; GO:0016363; GO:0016607; GO:0035092; GO:0035556; GO:0045070; GO:0045071; GO:0045087; GO:0048024; GO:0050684; GO:0106310
evm.TU.HiC_scaffold_20.5	GO:0000245; GO:0000287; GO:0000785; GO:0001525; GO:0003723; GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006468; GO:0008284; GO:0008380; GO:0010628; GO:0016607; GO:0018105; GO:0030154; GO:0035063; GO:0035556; GO:0043525; GO:0045070; GO:0045071; GO:0045087; GO:0045787; GO:0048024; GO:0050684; GO:0062176; GO:0071889; GO:0106310
evm.TU.HiC_scaffold_102.15	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_93.3	GO:0000209; GO:0000786; GO:0003677; GO:0004386; GO:0004842; GO:0005524; GO:0005654; GO:0006281; GO:0006334; GO:0006974; GO:0016567; GO:0016787; GO:0031625; GO:0046872; GO:0061630
