© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	Amb_vs_Low
Date	Mon Apr 11 14:50:28 PDT 2022
Analysis ID	39401804

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Synaptic Long Term Potentiation	-0E00	0.8164965809277261	1.02E-01	ADCY1,CALM1 (includes others),CAMK2D,EP300,MRAS,PLCZ1	
Synaptogenesis Signaling Pathway	-0E00	0.2581988897471611	1.20E-01	ADCY1,AP2A1,ARPC1B,ARPC3,ARPC4,CALM1 (includes others),CAMK2D,GUCY1B1,ITSN2,LRP1,MRAS,NAPA,NSF,PAK1,SOS1,SYT14	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	-0E00	1.3416407864998738	1.00E-01	CALM1 (includes others),CCND1,MRAS,PLAAT4,SOS1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	-0.8164965809277261	9.52E-02	CASQ1,DNMT1,MLST8,MRAS,PTPA,SOS1	
T Cell Exhaustion Signaling Pathway	-0E00		7.50E-02	MRAS,PTPA,TGFBR1	
T Cell Receptor Signaling	-0E00	1.0	1.00E-01	CALM1 (includes others),ITGB2,MLST8,MRAS,SOS1	
TEC Kinase Signaling	-0E00	1.3416407864998738	1.35E-01	ACTC1,ACTG1,BLK,ITGA8,ITGB2,MRAS,PAK1	
TGF-β Signaling	-0E00	0.0	1.25E-01	EP300,MRAS,SOS1,TGFBR1	
TNFR1 Signaling	-0E00		8.33E-02	PAK1	
TR/RXR Activation	-0E00		1.07E-01	ENO1,EP300,RAB3B	
Telomere Extension by Telomerase	-0E00		1.11E-01	TERF2	
Th1 Pathway	-0E00		9.52E-02	ITGB2,NOTCH2	
Th1 and Th2 Activation Pathway	-0E00		1.00E-01	ITGB2,NOTCH2,TGFBR1	
Th17 Activation Pathway	-0E00		1.00E-01	RORA	
Th2 Pathway	-0E00		1.03E-01	ITGB2,NOTCH2,TGFBR1	
Thrombin Signaling	-0E00	1.1338934190276817	1.17E-01	ADCY1,ARHGEF25,CAMK2D,GATA4,GUCY1B1,MRAS,PLCZ1,SOS1,TBP	
Thrombopoietin Signaling	-0E00		8.33E-02	MRAS,SOS1	
Thyroid Cancer Signaling	-0E00		1.36E-01	CCND1,MRAS,RET	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00		1.00E-01	B4GAT1	
Toll-like Receptor Signaling	-0E00		1.25E-01	RPS27A,UBA52	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00		1.33E-01	GATA4,L1CAM	
Tumor Microenvironment Pathway	-0E00		6.25E-02	CCND1,MRAS	
Type I Diabetes Mellitus Signaling	-0E00		5.88E-02	CYC1	
Type II Diabetes Mellitus Signaling	-0E00		6.82E-02	CACNA1A,SMPD1,SMPD2	
UVA-Induced MAPK Signaling	-0E00		1.16E-01	MRAS,PARP1,PLCZ1,SMPD1,SMPD2	
Unfolded protein response	-0E00		9.09E-02	DNAJA2,EIF2A,P4HB,VCP	
VDR/RXR Activation	-0E00		5.00E-02	EP300	
VEGF Family Ligand-Receptor Interactions	-0E00		7.69E-02	MRAS,SOS1	
VEGF Signaling	-0E00	0.4472135954999579	1.32E-01	ACTC1,ACTG1,MRAS,SOS1,VCL	
WNT/Ca+ pathway	-0E00		8.00E-02	PLCZ1,ROR1	
White Adipose Tissue Browning Pathway	-0E00	-0.4472135954999579	1.19E-01	ADCY1,CACNA1A,FGFR1,GUCY1B1,NPR1	
eNOS Signaling	-0E00	0.0	1.21E-01	ADCY1,CALM1 (includes others),CCNA2,CHRNA7,CNGA3,CNGB3,GUCY1B1	
fMLP Signaling in Neutrophils	-0E00	2.23606797749979	1.09E-01	ARPC1B,ARPC3,ARPC4,CALM1 (includes others),MRAS	
iNOS Signaling	-0E00		1.25E-01	CALM1 (includes others)	
nNOS Signaling in Neurons	-0E00		4.55E-02	CALM1 (includes others)	
nNOS Signaling in Skeletal Muscle Cells	-0E00		1.18E-01	CACNA1A,CALM1 (includes others)	
p38 MAPK Signaling	-0E00		4.17E-02	TGFBR1	
p53 Signaling	-0E00		9.09E-02	CCND1,EP300,PCNA	
p70S6K Signaling	-0E00	1.0	8.33E-02	MRAS,PLCZ1,PTPA,SOS1	
tRNA Charging	-0E00		7.14E-02	AARS1,GARS1	
tRNA Splicing	-0E00		9.52E-02	PDE8A,SMPDL3B	
γ-glutamyl Cycle	-0E00		1.25E-01	ANPEP	
Heme Biosynthesis II	1.89E-01		1.43E-01	ALAD	
Lipid Antigen Presentation by CD1	1.89E-01		1.43E-01	AP2A1	
NAD biosynthesis II (from tryptophan)	1.89E-01		1.43E-01	NADSYN1	
The Visual Cycle	1.89E-01		1.43E-01	RDH13	
Cell Cycle Regulation by BTG Family Proteins	2.25E-01		1.43E-01	CCND1,PTPA	
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.25E-01		1.43E-01	ENTPD6,NME1	
Apelin Liver Signaling Pathway	2.29E-01		1.67E-01	COL2A1	
Bile Acid Biosynthesis, Neutral Pathway	2.29E-01		1.67E-01	SCP2	
Role of RIG1-like Receptors in Antiviral Innate Immunity	2.29E-01		1.67E-01	EP300	
Role of MAPK Signaling in the Pathogenesis of Influenza	2.44E-01		1.43E-01	MRAS,PLAAT4,PRDX6	
Wound Healing Signaling Pathway	2.54E-01	0.0	1.40E-01	COL2A1,COL7A1,LAMC1,MRAS,SOS1,TGFBR1	
SPINK1 Pancreatic Cancer Pathway	2.57E-01		1.54E-01	CPA1,TGFBR1	
14-3-3-mediated Signaling	2.62E-01		1.40E-01	MRAS,PLCZ1,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBB2B,TUBB4A	
IL-13 Signaling Pathway	2.71E-01		1.50E-01	BLK,CLCA1,SPDEF	
IL-2 Signaling	2.71E-01		1.50E-01	CSNK2B,MRAS,SOS1	
PXR/RXR Activation	2.71E-01		1.50E-01	ALDH3A2,CYP2A6 (includes others),CYP3A5	
UVC-Induced MAPK Signaling	2.71E-01		1.50E-01	MRAS,SMPD1,SMPD2	
α-Adrenergic Signaling	2.74E-01	2.0	1.43E-01	ADCY1,CALM1 (includes others),GUCY1B1,MRAS,PYGB,SLC8A2	
Epithelial Adherens Junction Signaling	2.79E-01	2.5298221281347035	1.41E-01	ARPC1B,ARPC3,ARPC4,FGFR1,MRAS,NOTCH2,PAK1,PTPA,TGFBR1,VCL	
Ferroptosis Signaling Pathway	2.8E-01	-0.3779644730092272	1.43E-01	CTH,EIF2A,GPX4,H2AZ1,MRAS,STEAP3,VDAC2	
2-oxobutanoate Degradation I	2.8E-01		2.00E-01	MCEE	
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	2.8E-01		2.00E-01	PDHA1	
Assembly of RNA Polymerase I Complex	2.8E-01		2.00E-01	TBP	
Choline Biosynthesis III	2.8E-01		2.00E-01	CEPT1	
Embryonic Stem Cell Differentiation into Cardiac Lineages	2.8E-01		2.00E-01	GATA4	
Folate Transformations I	2.8E-01		2.00E-01	MTR	
Histidine Degradation III	2.8E-01		2.00E-01	FTCD	
Leucine Degradation I	2.8E-01		2.00E-01	MCCC2	
Methylglyoxal Degradation III	2.8E-01		2.00E-01	AKR1B1	
Phosphatidylethanolamine Biosynthesis II	2.8E-01		2.00E-01	CEPT1	
Primary Immunodeficiency Signaling	2.8E-01		2.00E-01	ADA	
Circadian Rhythm Signaling	2.85E-01		1.40E-01	ADCY1,BLK,CACNA1A,CAMK2D,CTH,GUCY1B1,GUCY2C,Gucy2d,HLF,MLST8,MRAS,NPR1,PLCZ1,RACK1,RORA	
Ceramide Signaling	2.88E-01		1.47E-01	KSR1,MRAS,PTPA,SMPD1,SMPD2	
Neuroprotective Role of THOP1 in Alzheimer's Disease	2.88E-01		1.47E-01	ACE,ECE1,ECE2,IDE,THOP1	
Pyrimidine Ribonucleotides Interconversion	2.93E-01		1.67E-01	ENTPD6,NME1	
Retinoate Biosynthesis I	2.93E-01		1.67E-01	AKR1B1,RDH13	
Telomerase Signaling	2.94E-01		1.46E-01	HDAC2,HDAC7,MRAS,PTPA,SOS1,TERF2	
Xenobiotic Metabolism General Signaling Pathway	3E-01	1.889822365046136	1.46E-01	EP300,GSTM3,GSTM4,GSTM5,Gstm6,MGST3,MRAS	
PTEN Signaling	3.04E-01	0.0	1.45E-01	CCND1,CSNK2B,FGFR1,ITGA8,ITGB2,MRAS,SOS1,TGFBR1	
Acute Myeloid Leukemia Signaling	3.12E-01		1.52E-01	CCND1,IDH1,IDH3G,MRAS,SOS1	
RAR Activation	3.15E-01		1.45E-01	ADCY1,AKR1B1,CCNH,CSNK2B,EP300,GTF2H4,GUCY1B1,PARP1,PBRM1,RDH13,RPL7A	
Chronic Myeloid Leukemia Signaling	3.17E-01		1.50E-01	CCND1,HDAC2,HDAC7,MRAS,SOS1,TGFBR1	
Virus Entry via Endocytic Pathways	3.17E-01		1.50E-01	ACTC1,ACTG1,AP2A1,FLNC,ITGB2,MRAS	
Integrin Signaling	3.35E-01	2.7136021011998728	1.46E-01	ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,ITGA8,ITGB2,MRAS,PAK1,SOS1,TSPAN5,VCL	
FAT10 Cancer Signaling Pathway	3.36E-01		1.82E-01	PCNA,TGFBR1	
Oncostatin M Signaling	3.36E-01		1.82E-01	MRAS,SOS1	
Assembly of RNA Polymerase II Complex	3.37E-01	2.0	1.60E-01	CCNH,GTF2H4,TAF2,TBP	
Death Receptor Signaling	3.37E-01		1.60E-01	ACTC1,ACTG1,CYC1,PARP1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	3.37E-01		1.60E-01	CDK1,PCNA,PTPA,RFC2	
Necroptosis Signaling Pathway	3.4E-01	0.8164965809277261	1.54E-01	CAMK2D,GLUL,SLC25A3,SLC25A5,TOMM40,VDAC2	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	3.4E-01	1.3416407864998738	1.54E-01	ATP6V1B1,ATP6V1F,ATP6V1G2,MRAS,PLAAT4,PRDX6	
Iron homeostasis signaling pathway	3.44E-01		1.51E-01	ATP6V1B1,ATP6V1F,ATP6V1G2,LRP1,NUBP1,SKP1,STEAP3,TMPRSS6	
Corticotropin Releasing Hormone Signaling	3.46E-01	0.3779644730092272	1.50E-01	ADCY1,CACNA1A,CALM1 (includes others),CTH,GUCY1B1,GUCY2C,Gucy2d,KRT1,NPR1	
Acyl-CoA Hydrolysis	3.48E-01		2.50E-01	PPT1	
Citrulline Biosynthesis	3.48E-01		2.50E-01	ARG2	
Citrulline-Nitric Oxide Cycle	3.48E-01		2.50E-01	ASL	
Extrinsic Prothrombin Activation Pathway	3.48E-01		2.50E-01	SERPINC1	
GDP-glucose Biosynthesis	3.48E-01		2.50E-01	PGM1	
Glutamate Degradation III (via 4-aminobutyrate)	3.48E-01		2.50E-01	ABAT	
Methylmalonyl Pathway	3.48E-01		2.50E-01	MCEE	
Phosphatidylcholine Biosynthesis I	3.48E-01		2.50E-01	CEPT1	
T Helper Cell Differentiation	3.48E-01		2.50E-01	TGFBR1	
Tetrapyrrole Biosynthesis II	3.48E-01		2.50E-01	ALAD	
Synaptic Long Term Depression	3.52E-01	1.2649110640673518	1.48E-01	CACNA1A,CTH,GRID1,GUCY1B1,GUCY2C,Gucy2d,MRAS,NPR1,PLAAT4,PLCZ1,PRDX6,PTPA	
CDC42 Signaling	3.66E-01	2.0	1.56E-01	ARPC1B,ARPC3,ARPC4,EXOC3,ITGA8,ITGB2,PAK1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.66E-01	2.4494897427831783	1.58E-01	ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,PAK1	
Heparan Sulfate Biosynthesis	3.66E-01	2.23606797749979	1.61E-01	AARS1,Ces1b/Ces1c,CHST13,PRDX6,SULT1E1	
Androgen Signaling	3.67E-01	0.4472135954999579	1.53E-01	CACNA1A,CALM1 (includes others),CCND1,CCNH,EP300,GTF2H4,MRAS,TAF2,TBP	
Clathrin-mediated Endocytosis Signaling	3.67E-01		1.52E-01	ACTC1,ACTG1,AP2A1,ARPC1B,ARPC3,ARPC4,CSNK2B,ITGB2,RPS27A,UBA52	
Methionine Degradation I (to Homocysteine)	3.86E-01		2.00E-01	EHMT1,FTSJ1	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	3.86E-01		2.00E-01	ACAA2,HADHA	
RHOGDI Signaling	3.88E-01	-2.1213203435596424	1.54E-01	ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,EP300,ITGA8,ITGB2,MRAS,PAK1	
HIPPO signaling	3.93E-01		1.62E-01	DLG1,DLG5,PATJ,PTPA,RASSF1,SKP1	
Calcium-induced T Lymphocyte Apoptosis	4.16E-01		1.88E-01	CALM1 (includes others),EP300,HDAC2	
Mechanisms of Viral Exit from Host Cells	4.16E-01		1.88E-01	ACTC1,ACTG1,LMNB2	
Serotonin Receptor Signaling	4.16E-01		1.88E-01	ADCY1,GUCY1B1,HTR1A	
Sphingosine-1-phosphate Signaling	4.17E-01	0.4472135954999579	1.63E-01	ADCY1,ASAH2,CASQ1,GUCY1B1,PLCZ1,SMPD1,SMPD2	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.22E-01		1.67E-01	A2M,COL2A1,COL7A1,ECE1,FGFR1,TGFBR1	
CLEAR Signaling Pathway	4.24E-01	0.7276068751089989	1.52E-01	ATP6V1B1,ATP6V1F,ATP6V1G2,CTSF,EP300,FGFR1,GBA,GLB1,GUSB,MLST8,MRAS,NPRL3,PRKN,PTPA,SLC36A1,SUMF1,TGFBR1	
BER (Base Excision Repair) Pathway	4.29E-01	1.3416407864998738	1.72E-01	FEN1,MPG,PARP1,PCNA,RFC2	
Estrogen-Dependent Breast Cancer Signaling	4.29E-01		1.72E-01	CCND1,HSD17B12,HSD17B4,HSD17B8,MRAS	
Cellular Effects of Sildenafil (Viagra)	4.32E-01		1.59E-01	ACTC1,ACTG1,ADCY1,CACNA1A,CALM1 (includes others),GUCY1B1,GUCY2C,KCNN2,NPR1,PLCZ1	
Endocannabinoid Cancer Inhibition Pathway	4.35E-01	-0.7071067811865475	1.61E-01	ADCY1,CASQ1,CCND1,EIF2A,GUCY1B1,MLST8,SMPD1,SMPD2,TRIB3	
NER (Nucleotide Excision Repair, Enhanced Pathway)	4.35E-01	0.3333333333333333	1.61E-01	CCNH,COPS6,COPS8,EP300,ERCC6,GTF2H4,PCNA,RFC2,XPC	
Systemic Lupus Erythematosus Signaling	4.39E-01		1.63E-01	LSM4,MRAS,SNRNP40,SNRNP70,SNRPD1,SNRPN,SOS1,ZMAT5	
Insulin Secretion Signaling Pathway	4.41E-01	-0.5	1.53E-01	ADCY1,CACNA1A,CAMK2D,CCKAR,EIF2A,GUCY1B1,NALCN,NAPA,NSF,PCSK2,PDHA1,PLCZ1,RAPGEF4,SEC61G,SPCS3,SRP72,SSR1	
4-aminobutyrate Degradation I	4.44E-01		3.33E-01	ABAT	
Arginine Biosynthesis IV	4.44E-01		3.33E-01	ASL	
Calcium Transport I	4.44E-01		3.33E-01	ATP2C1	
Cholesterol Biosynthesis I	4.44E-01		3.33E-01	SC5D	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	4.44E-01		3.33E-01	SC5D	
Cholesterol Biosynthesis III (via Desmosterol)	4.44E-01		3.33E-01	SC5D	
Complement System	4.44E-01		3.33E-01	ITGB2	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	4.44E-01		3.33E-01	CYC1	
Galactose Degradation I (Leloir Pathway)	4.44E-01		3.33E-01	GALK1	
L-carnitine Biosynthesis	4.44E-01		3.33E-01	BBOX1	
Lysine Degradation V	4.44E-01		3.33E-01	PIPOX	
NAD Phosphorylation and Dephosphorylation	4.44E-01		3.33E-01	NNT	
Parkinson's Signaling	4.44E-01		3.33E-01	PRKN	
Pentose Phosphate Pathway (Non-oxidative Branch)	4.44E-01		3.33E-01	TKTL2	
Prostanoid Biosynthesis	4.44E-01		3.33E-01	HPGDS	
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	4.44E-01		3.33E-01	SEPHS2	
dTMP De Novo Biosynthesis	4.44E-01		3.33E-01	TYMS	
Coagulation System	4.45E-01		2.22E-01	A2M,SERPINC1	
DNA Methylation and Transcriptional Repression Signaling	4.45E-01		2.22E-01	DNMT1,HDAC2	
Intrinsic Prothrombin Activation Pathway	4.45E-01		2.22E-01	COL2A1,SERPINC1	
Antiproliferative Role of Somatostatin Receptor 2	4.53E-01		1.71E-01	CTH,GUCY1B1,GUCY2C,Gucy2d,MRAS,NPR1	
Non-Small Cell Lung Cancer Signaling	4.53E-01	0.0	1.71E-01	CCND1,HDAC2,HDAC7,MRAS,RASSF1,SOS1	
Senescence Pathway	4.59E-01	-0.5	1.55E-01	CACNA1A,CALM1 (includes others),CAT,CCNB3,CCND1,CDC16,CDK1,EP300,GATA4,ITSN2,MRAS,PARP1,PDHA1,PHF1,PTPA,SOD2,TGFBR1	
Eicosanoid Signaling	4.64E-01		2.00E-01	HPGDS,PLAAT4,PRDX6	
MSP-RON Signaling Pathway	4.64E-01		2.00E-01	ACTC1,ACTG1,ITGB2	
Agrin Interactions at Neuromuscular Junction	4.65E-01	2.0	1.79E-01	ACTC1,ACTG1,LAMC1,MRAS,PAK1	
Bladder Cancer Signaling	4.65E-01		1.79E-01	CCND1,HDAC2,HDAC7,MRAS,RASSF1	
Nucleotide Excision Repair Pathway	4.84E-01		1.90E-01	CCNH,ERCC6,GTF2H4,XPC	
Polyamine Regulation in Colon Cancer	4.84E-01	2.0	1.90E-01	CSNK2B,MLST8,SMS,SRM	
Factors Promoting Cardiogenesis in Vertebrates	4.87E-01	0.3779644730092272	1.67E-01	CAMK2D,CCND1,GATA4,LRP1,LRP6,PLCZ1,SCN5A,TBX5,TGFBR1	
Heparan Sulfate Biosynthesis (Late Stages)	5.03E-01	2.23606797749979	1.85E-01	AARS1,Ces1b/Ces1c,CHST13,PRDX6,SULT1E1	
Tight Junction Signaling	5.06E-01		1.67E-01	ACTC1,ACTG1,CPSF3,NAPA,NSF,NUDT21,PATJ,PTPA,TGFBR1,VCL	
Cleavage and Polyadenylation of Pre-mRNA	5.15E-01		2.50E-01	CPSF3,NUDT21	
DNA damage-induced 14-3-3σ Signaling	5.15E-01		2.50E-01	CCNB3,CDK1	
Purine Nucleotides De Novo Biosynthesis II	5.15E-01		2.50E-01	ATIC,PAICS	
Superpathway of Citrulline Metabolism	5.15E-01		2.50E-01	ARG2,ASL	
Induction of Apoptosis by HIV1	5.18E-01		2.14E-01	CYC1,SLC25A3,SLC25A5	
Sperm Motility	5.29E-01	2.4494897427831783	1.63E-01	BLK,CALM1 (includes others),CNGA3,CNGB3,FGFR1,GUCY1B1,MRAS,NPR1,PLAAT4,PLCZ1,PRDX6,RET,ROR1,SRMS	
Cell Cycle: G1/S Checkpoint Regulation	5.45E-01	0.0	1.92E-01	CCND1,HDAC2,HDAC7,RPL11,SKP1	
GM-CSF Signaling	5.45E-01	0.4472135954999579	1.92E-01	CAMK2D,CCND1,MRAS,RACK1,SOS1	
Regulation of Actin-based Motility by Rho	5.76E-01	2.23606797749979	1.84E-01	ACTC1,ARPC1B,ARPC3,ARPC4,ITGA8,ITGB2,PAK1	
Role of NFAT in Cardiac Hypertrophy	5.76E-01	0.6324555320336759	1.67E-01	ADCY1,CACNA1A,CALM1 (includes others),CAMK2D,EP300,GATA4,GUCY1B1,HDAC2,HDAC7,MRAS,PLCZ1,SLC8A2,SOS1,TGFBR1	
Superpathway of Melatonin Degradation	5.81E-01	2.0	2.11E-01	B4GAT1,CYP2A6 (includes others),CYP3A5,CYP4B1	
Cysteine Biosynthesis/Homocysteine Degradation	5.9E-01		5.00E-01	CTH	
L-cysteine Degradation I	5.9E-01		5.00E-01	GOT2	
Methionine Salvage II (Mammalian)	5.9E-01		5.00E-01	MTR	
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	5.9E-01		5.00E-01	NADSYN1	
Oleate Biosynthesis II (Animals)	5.9E-01		5.00E-01	ALDH6A1	
Palmitate Biosynthesis I (Animals)	5.9E-01		5.00E-01	CBR4	
Proline Biosynthesis I	5.9E-01		5.00E-01	PYCR1	
Proline Degradation	5.9E-01		5.00E-01	ALDH4A1	
Threonine Degradation II	5.9E-01		5.00E-01	GCAT	
Paxillin Signaling	5.92E-01	1.6329931618554523	1.82E-01	ACTC1,ACTG1,ITGA8,ITGB2,MRAS,PAK1,SOS1,VCL	
Glycogen Degradation II	6.01E-01		2.86E-01	PGM1,PYGB	
Leukotriene Biosynthesis	6.01E-01		2.86E-01	GSTM4,MGST3	
Mevalonate Pathway I	6.01E-01		2.86E-01	ACAA2,HADHA	
Hereditary Breast Cancer Signaling	6.07E-01		1.75E-01	CCND1,CDK1,EP300,HDAC2,HDAC7,MRAS,PBRM1,RFC2,RPS27A,UBA52,XPC	
Neurovascular Coupling Signaling Pathway	6.27E-01	0.5345224838248488	1.71E-01	CACNA1A,CALM1 (includes others),CTH,ENTPD6,GABRA6,GABRR2,GUCY1B1,GUCY2C,Gucy2d,KCNN2,NPR1,ORAI2,PLAAT4,PRDX6	
Gαs Signaling	6.27E-01	-0.4472135954999579	1.86E-01	ADCY1,CNGA3,CNGB3,FSHR,GUCY1B1,LHCGR,MRAS,RAPGEF4	
Melatonin Degradation I	6.37E-01	2.0	2.22E-01	B4GAT1,CYP2A6 (includes others),CYP3A5,CYP4B1	
Cysteine Biosynthesis III (mammalia)	6.5E-01		2.50E-01	CTH,EHMT1,FTSJ1	
Mismatch Repair in Eukaryotes	6.5E-01		2.50E-01	FEN1,PCNA,RFC2	
Endothelin-1 Signaling	6.53E-01	1.414213562373095	1.76E-01	ADCY1,CASQ1,ECE1,ECE2,GUCY1B1,GUCY2C,MRAS,NPR1,PLAAT4,PLCZ1,PRDX6,SOS1	
cAMP-mediated signaling	6.97E-01	-0.30151134457776363	1.78E-01	ADCY1,AKAP1,CALM1 (includes others),CAMK2D,CNGA3,CNGB3,FSHR,GUCY1B1,HTR1A,LHCGR,PDE8A,RAPGEF4,SMPDL3B	
Phospholipases	7E-01		2.35E-01	PLA2G15,PLAAT4,PLCZ1,PRDX6	
Tryptophan Degradation III (Eukaryotic)	7E-01		2.35E-01	ACAA2,HADHA,HSD17B4,HSD17B8	
Assembly of RNA Polymerase III Complex	7.08E-01		3.33E-01	SF3A1,TBP	
Glycine Betaine Degradation	7.08E-01		3.33E-01	PIPOX,SARDH	
Acetone Degradation I (to Methylglyoxal)	7.31E-01		2.73E-01	CYP2A6 (includes others),CYP3A5,CYP4B1	
Colanic Acid Building Blocks Biosynthesis	7.31E-01		2.73E-01	GALK1,GMPPA,PMM1	
Dopamine Degradation	7.31E-01		2.73E-01	ALDH2,ALDH3A2,ALDH4A1	
Isoleucine Degradation I	7.31E-01		2.73E-01	ACAA2,HADHA,HSD17B4	
Superpathway of Cholesterol Biosynthesis	7.31E-01		2.73E-01	ACAA2,HADHA,SC5D	
WNT/β-catenin Signaling	7.36E-01	1.6666666666666667	1.86E-01	CCND1,CSNK2B,EP300,LRP1,LRP6,NR5A2,PTPA,RPS27A,SOX14,TGFBR1,UBA52	
Xenobiotic Metabolism Signaling	7.39E-01		1.73E-01	ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CAMK2D,CAT,CHST13,CYP3A5,EP300,ESD,GSTM3,GSTM4,GSTM5,Gstm6,MGST3,MRAS,PTPA,SULT1E1	
Actin Nucleation by ARP-WASP Complex	7.43E-01	1.3416407864998738	2.06E-01	ARPC1B,ARPC3,ARPC4,ITGA8,ITGB2,MRAS,SOS1	
GADD45 Signaling	7.49E-01	-1.3416407864998738	2.27E-01	CCND1,CDK1,PCNA,POU2F1,TGFBR1	
Germ Cell-Sertoli Cell Junction Signaling	7.6E-01		1.83E-01	A2M,ACTC1,ACTG1,LAMC3,MRAS,PAK1,TGFBR1,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBB2B,TUBB4A,VCL	
Sertoli Cell-Sertoli Cell Junction Signaling	8.04E-01		1.84E-01	A2M,ACTC1,ACTG1,DLG1,GUCY1B1,ITGA8,ITGB2,MRAS,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBB2B,TUBB4A,VCL	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	8.12E-01	-1.3416407864998738	2.38E-01	CCNB3,CDK1,EP300,SKP1,TRIP12	
Oxytocin In Spinal Neurons Signaling Pathway	8.12E-01	0.4472135954999579	2.38E-01	CTH,GUCY1B1,GUCY2C,Gucy2d,NPR1	
Purine Nucleotides Degradation II (Aerobic)	8.24E-01		3.00E-01	ADA,ADA2,ADARB2	
Glioma Signaling	8.4E-01	0.0	2.05E-01	CALM1 (includes others),CAMK2D,CCND1,HDAC2,HDAC7,IDH1,IDH3G,MRAS,SOS1	
GDP-mannose Biosynthesis	8.44E-01		4.00E-01	GMPPA,PMM1	
Glucose and Glucose-1-phosphate Degradation	8.44E-01		4.00E-01	PGM1,RGN	
Glycine Cleavage Complex	8.44E-01		4.00E-01	GCSH,GLDC	
Renal Cell Carcinoma Signaling	8.44E-01		2.19E-01	EP300,FH,MRAS,PAK1,RPS27A,SOS1,UBA52	
4-hydroxyproline Degradation I	8.6E-01		1.00E00	ALDH4A1	
Acetyl-CoA Biosynthesis III (from Citrate)	8.6E-01		1.00E00	ACLY	
Aspartate Biosynthesis	8.6E-01		1.00E00	GOT2	
Ceramide Degradation	8.6E-01		1.00E00	ASAH2	
Creatine-phosphate Biosynthesis	8.6E-01		1.00E00	CKM	
Glutamate Degradation II	8.6E-01		1.00E00	GOT2	
Glutamine Biosynthesis I	8.6E-01		1.00E00	GLUL	
Glycine Biosynthesis III	8.6E-01		1.00E00	AGXT2	
Interferon Signaling	8.6E-01		1.00E00	MED14	
L-cysteine Degradation II	8.6E-01		1.00E00	CTH	
L-glutamine Biosynthesis II (tRNA-dependent)	8.6E-01		1.00E00	GATB	
Lactose Degradation III	8.6E-01		1.00E00	GLB1	
NADH Repair	8.6E-01		1.00E00	GAPDH	
Proline Biosynthesis II (from Arginine)	8.6E-01		1.00E00	PYCR1	
Rapoport-Luebering Glycolytic Shunt	8.6E-01		1.00E00	PGAM2	
Sorbitol Degradation I	8.6E-01		1.00E00	SORD	
Spermidine Biosynthesis I	8.6E-01		1.00E00	SRM	
Spermine Biosynthesis	8.6E-01		1.00E00	SMS	
Sphingosine and Sphingosine-1-phosphate Metabolism	8.6E-01		1.00E00	ASAH2	
