Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
HER-2 Signaling in Breast Cancer	5.63E-01	-0.377964473	4.55E-01	"BLK,BRAF,CASP7,CCND1,CCNE1,CHUK,COPS6,COX15,EGFR,ETS1,FRK,ITGB1,KPNB1,MAP2K1,MLST8,MMP2,MRAS,NUP155,NUP160,NUP37,NUP85,NUP88,NUP93,PARD3,PARD6G,PDK1,PIK3C2B,PLCG1,PRKCE,RASD2,RPS6,RPS6KB2,SEC13,SOS1,TSC2"
DNA Methylation and Transcriptional Repression Signaling	5.79E-01		5.38E-01	"ARID4B,CHD4,DNMT1,DNMT3A,HDAC2,RBBP7,SUDS3"
FAT10 Signaling Pathway	5.88E-01		4.85E-01	"PSMA1,PSMA2,PSMA4,PSMA5,PSMA6,PSMB10,PSMC2,PSMC3,PSMC4,PSMC5,PSMD1,PSMD3,PSMD4,PSME3,PSME4,UBA1"
α-Adrenergic Signaling	5.94E-01	-1.264911064	4.76E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CALM1 (includes others),GNA11,GNAS,GUCY1B1,GYS2,ITPR1,MAP2K1,MRAS,PHKG2,PLCG1,PRKAR1A,PRKCE,PYGB,RASD2,SLC8A2"
Xenobiotic Metabolism CAR Signaling Pathway	6.00E-01	-1.028991511	4.59E-01	"ABCC1,ABCC2,ALDH18A1,ALDH2,ALDH3A2,ALDH4A1,ALDH5A1,ALDH6A1,CHST10,CHST13,CHST4,Cyp2b13/Cyp2b9,EGFR,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HS2ST1,HSP90AA1,HSP90AB1,MAP2K1,MAP2K6,MGST3,NDST1,NOS2,PPP2CA,PRKCE,PTPA,RACK1,SNW1,SULT1B1,SULT1E1,SULT2B1"
nNOS Signaling in Skeletal Muscle Cells	6.28E-01		5.29E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),DAG1,DMD,ITPR1,SNTB1"
Bladder Cancer Signaling	6.34E-01	-0.447213595	5.00E-01	"CCND1,DAPK1,E2F2,EGFR,FGF20,FGF6,HDAC2,HDAC7,MAP2K1,MMP17,MMP2,MRAS,RASD2,RASSF1"
Xenobiotic Metabolism PXR Signaling Pathway	6.59E-01	-1.028991511	4.66E-01	"ABCC2,ALDH18A1,ALDH2,ALDH3A2,ALDH4A1,ALDH5A1,ALDH6A1,CAMK2D,CAT,CES4A,CHST10,CHST13,CHST4,ESD,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HS2ST1,HSP90AA1,HSP90AB1,MGST3,NDST1,NOS2,PPP1R3D,PPP1R7,PRKAR1A,PRKCE,SMOX,SNW1,SULT1B1,SULT1E1,SULT2B1"
Nucleotide Excision Repair Pathway	6.73E-01		5.24E-01	"CCNH,ERCC6,GTF2H2,GTF2H3,GTF2H4,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,XPC"
SNARE Signaling Pathway	6.79E-01	-0.377964473	4.75E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1B,CALM1 (includes others),CAMK2D,GUCY1B1,HSPA8,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,NAPA,NAPG,NSF,PRKAR1A,RIMS1,STXBP5,SYT14,SYT15,UNC13A"
NAD Signaling Pathway	6.86E-01	-0.19245009	4.71E-01	"ACADL,AIFM1,CLOCK,EIF2AK3,ERN1,ETFA,HSPD1,LDHB,NADSYN1,NMRK2,PARP1,PARP11,PARP2,PARP3,PIK3C2B,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,PRDM13,PRKAB2,SIRT1,SIRT6,SIRT7,SLC29A3,SLC29A4,SLC5A8,SLC7A5,SOD2,TNKS2,TPCN1"
Assembly of RNA Polymerase III Complex	6.99E-01	-2	6.67E-01	"GTF3C1,GTF3C3,SF3A1,TBP"
"D-myo-inositol (1,4,5)-trisphosphate Degradation"	6.99E-01	-1	6.67E-01	"BPNT1,IMPA1,INPP5F,OCRL"
Pentose Phosphate Pathway	6.99E-01	-2	6.67E-01	"PGD,PGLS,RPIA,TKTL2"
UDP-N-acetyl-D-galactosamine Biosynthesis II	6.99E-01	-1	6.67E-01	"GNPDA2,HK1,PGM3,UAP1"
Cleavage and Polyadenylation of Pre-mRNA	7.05E-01		6.25E-01	"CPSF1,CPSF3,CSTF1,NUDT21,WDR33"
Ketogenesis	7.05E-01	-2	6.25E-01	"ACAA2,BDH1,HADHA,HADHB,HMGCS1"
Granzyme B Signaling	7.07E-01		7.50E-01	"ENDOG,LMNB2,PARP1"
Tetrapyrrole Biosynthesis II	7.07E-01		7.50E-01	"ALAD,ALAS1,UROS"
Hereditary Breast Cancer Signaling	7.16E-01		4.76E-01	"CCND1,CDK1,CHEK1,FANCD2,FANCM,HDAC2,HDAC7,MLH1,MRAS,MSH2,MSH6,PBRM1,PIK3C2B,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,RAD51,RASD2,RFC1,RFC2,RPS27A,SMARCA4,SMARCB1,SMARCC1,SMARCD1,TUBG1,UBA52,XPC"
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	7.18E-01	-2.236067977	6.00E-01	"ACAA2,FDPS,FNTB,HADHA,HADHB,HMGCS1"
Remodeling of Epithelial Adherens Junctions	7.19E-01	-1	5.00E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,CLIP1,CTNNA2,DNM1,DNM1L,NME1,RAB5A,TUBA1A,TUBA1B,TUBA3E,TUBB2A,TUBB2B,TUBB4A,TUBG1"
Mismatch Repair in Eukaryotes	7.32E-01		5.83E-01	"MLH1,MSH2,MSH6,PCNA,POLD1,RFC1,RFC2"
Xenobiotic Metabolism AHR Signaling Pathway	7.58E-01	-1.807392228	5.17E-01	"ALDH18A1,ALDH2,ALDH3A2,ALDH4A1,ALDH5A1,ALDH6A1,ANKRA2,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HSP90AA1,HSP90AB1,MGST3"
Arginine Degradation I (Arginase Pathway)	7.65E-01		1.00E+00	"ALDH4A1,ARG2"
Arginine Degradation VI (Arginase 2 Pathway)	7.65E-01		1.00E+00	"ARG2,PYCR1"
Formaldehyde Oxidation II (Glutathione-dependent)	7.65E-01		1.00E+00	"ADH5,ESD"
GDP-L-fucose Biosynthesis I (from GDP-D-mannose)	7.65E-01		1.00E+00	"GFUS,GMDS"
Phenylethylamine Degradation I	7.65E-01		1.00E+00	"ALDH2,ALDH3A2"
Proline Biosynthesis I	7.65E-01		1.00E+00	"ALDH18A1,PYCR1"
Thyroid Hormone Biosynthesis	7.65E-01		1.00E+00	"CTSD,TPO"
β-alanine Degradation I	7.65E-01		1.00E+00	"ABAT,ALDH6A1"
Tryptophan Degradation III (Eukaryotic)	7.66E-01	-0.707106781	5.62E-01	"ACAA2,AFMID,GCDH,HADH,HADHA,HADHB,HSD17B10,HSD17B4,KMO"
Corticotropin Releasing Hormone Signaling	7.70E-01	0	4.83E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,BRAF,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),CTH,GAD1,GNAS,GUCY1B1,GUCY2C,Gucy2d,ITPR1,IVL,MAP2K1,MAPK14,NOS2,NPR2,PLCG1,PRKAR1A,PRKCE,PTCH1,SLC39A7,SMO"
White Adipose Tissue Browning Pathway	7.80E-01	1.788854382	5.00E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1D,CACNA1G,FGFR1,FGFRL1,GNAS,GUCY1B1,ITPR1,LDHB,MAPK14,PRDM16,PRKAB2,PRKAR1A,PRKG1,SIRT1"
Glucocorticoid Receptor Signaling	7.99E-01		4.60E-01	"ARG2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CCNH,CHUK,CYC1,EGFR,ELP1,FBP1,FKBP4,GTF2H2,GTF2H3,GTF2H4,HSP90AA1,HSP90AB1,HSPA8,KRT3,MAP2K1,MAPK14,MED14,MMP2,MRAS,NDUFA10,NDUFA13,NDUFA5,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,NOS2,PBRM1,PIK3C2B,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,PRKAB2,RASD2,SDHB,SMARCA4,SMARCB1,SMARCC1,SMARCD1,SOS1,TAB1,TAF13,TAF2,TAF6,TBP,TGFBR1,UBE2I,UQCRC2,UQCRFS1"
Colanic Acid Building Blocks Biosynthesis	9.27E-01	-1.889822365	6.36E-01	"GALK1,GFUS,GMDS,GMPPA,MPI,UGDH,UGP2"
Glutaryl-CoA Degradation	9.27E-01	-0.816496581	6.36E-01	"ACAA2,GCDH,HADH,HADHA,HADHB,HSD17B10,HSD17B4"
Superpathway of Cholesterol Biosynthesis	9.27E-01	-1.632993162	6.36E-01	"ACAA2,DHCR24,FDPS,HADHA,HADHB,HMGCS1,LBR"
Gap Junction Signaling	9.30E-01		4.83E-01	"ACTC1,ACTG1,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CSNK1D,CSNK1E,CTH,EGFR,GAD1,GNAS,GRIA2,GRIK1,GRIK2,GRIK3,GUCY1B1,GUCY2C,Gucy2d,ITPR1,MAP2K1,MRAS,NPR2,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKCE,PRKG1,RASD2,SGSM3,SLC39A7,SOS1,TUBA1A,TUBA1B,TUBA3E,TUBB2A,TUBB2B,TUBB4A,TUBG1"
eNOS Signaling	9.31E-01	0.21821789	5.00E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,AQP7,CALM1 (includes others),CCNA2,CHRNA10,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CNGA3,CNGB3,GNAS,GUCY1B1,HSP90AA1,HSP90AB1,HSPA8,ITPR1,NOSIP,PDPK1,PIK3C2B,PLCG1,PRKAB2,PRKAR1A,PRKCE,PRKG1"
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	9.34E-01	-2.449489743	6.67E-01	"AK1,DUT,NME1,RRM1,RRM2,TYMS"
Crosstalk between Dendritic Cells and Natural Killer Cells	9.55E-01		7.14E-01	"ACTC1,ACTG1,CAMK2D,FSCN2,TLN1"
Estrogen-mediated S-phase Entry	9.55E-01	-2.236067977	7.14E-01	"CCNA2,CCND1,CCNE1,CDK1,E2F2"
Glycogen Degradation II	9.55E-01	-2.236067977	7.14E-01	"AGL,PGM1,PGM2,PGM3,PYGB"
Leukotriene Biosynthesis	9.55E-01	1	7.14E-01	"DPEP1,DPEP2,GGT1,GSTM4,MGST3"
Oxytocin In Spinal Neurons Signaling Pathway	9.65E-01	0	5.71E-01	"ABCC9,CAMKK1,CTH,GAD1,GNA11,GUCY1B1,GUCY2C,Gucy2d,NPR2,OXTR,PRKG1,SLC39A7"
Cellular Effects of Sildenafil (Viagra)	9.86E-01		5.00E-01	"ACTC1,ACTG1,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1D,CALM1 (includes others),GNAS,GUCY1B1,GUCY2C,ITPR1,KCNH2,KCNN2,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,NPR2,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKG1"
Assembly of RNA Polymerase II Complex	9.91E-01	-2.672612419	5.60E-01	"CCNH,DR1,GTF2H2,GTF2H3,GTF2H4,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,TAF13,TAF2,TAF6,TBP"
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	1.01E+00	-2	8.00E-01	"DLAT,DLD,PDHA1,PDHB"
Choline Biosynthesis III	1.01E+00	1	8.00E-01	"CEPT1,PHKA1,PLD1,PLD2"
Sucrose Degradation V (Mammalian)	1.01E+00	-2	8.00E-01	"ALDOA,ALDOC,GALM,TPI1"
mTOR Signaling	1.02E+00	-1.290994449	4.89E-01	"Cdc42,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3H,EIF3L,EIF4A1,EIF4A3,MLST8,MRAS,PDPK1,PIK3C2B,PLD1,PLD2,PPP2CA,PRKAB2,PRKCE,PTPA,RASD2,RHOC,RHOT1,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS6KB2,RPS7,RPS8,RPS9,RPSA,TSC2"
Coronavirus Pathogenesis Pathway	1.09E+00	3.889087297	5.08E-01	"ATP6V1A,CCND1,CCNE1,CHUK,E2F2,EEF1A2,EIF2A,EIF2AK3,FURIN,HDAC2,HDAC7,KPNB1,MAPK14,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,TGFBR1,TNPO2"
"NER (Nucleotide Excision Repair, Enhanced Pathway)"	1.12E+00	-1.176696811	5.18E-01	"CCNH,COPS4,COPS5,COPS6,COPS7A,COPS8,DDB1,DNA2,ERCC6,GTF2H2,GTF2H3,GTF2H4,PCNA,POLD1,POLE,POLE2,POLR2A,POLR2B,POLR2C,POLR2E,POLR2I,PRIM1,RBX1,RFC1,RFC2,TOP2B,UBE2I,USP7,XPC"
Fatty Acid β-oxidation I	1.13E+00	-2.333333333	6.11E-01	"ACAA2,ACSF2,ECHDC3,ECHS1,ECI2,HADH,HADHA,HADHB,HSD17B10,HSD17B4,IVD"
Serotonin Receptor Signaling	1.13E+00		6.25E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,GUCY1B1,HTR1A,PTS,SLC6A4,SMOX"
Agranulocyte Adhesion and Diapedesis	1.15E+00		5.83E-01	"ACTC1,ACTG1,ITGB1,MMP17,MMP2,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H"
4-aminobutyrate Degradation I	1.15E+00		1.00E+00	"ABAT,ALDH5A1,SUCLG2"
Aspartate Degradation II	1.15E+00		1.00E+00	"GOT2,MDH1,MDH2"
Diphthamide Biosynthesis	1.15E+00		1.00E+00	"DPH5,DPH6,EEF2"
Glycogen Biosynthesis II (from UDP-D-Glucose)	1.15E+00		1.00E+00	"GBE1,GYS2,UGP2"
Inosine-5'-phosphate Biosynthesis II	1.15E+00		1.00E+00	"ADSL,ATIC,PAICS"
Myo-inositol Biosynthesis	1.15E+00		1.00E+00	"IMPA1,INPP5F,ISYNA1"
Caveolar-mediated Endocytosis Signaling	1.18E+00		5.67E-01	"ACTC1,ACTG1,ARCN1,COPA,COPB1,COPB2,COPE,COPG2,COPZ1,EGFR,FLNA,FLNC,ITGA2B,ITGA8,ITGAV,ITGB1,RAB5A"
Purine Nucleotides De Novo Biosynthesis II	1.23E+00	-1.632993162	7.50E-01	"ADSL,ATIC,IMPDH1,PAICS,PFAS,PPAT"
Retinoic acid Mediated Apoptosis Signaling	1.23E+00	-1.632993162	7.50E-01	"DAP3,PARP1,PARP11,PARP2,PARP3,TNKS2"
iNOS Signaling	1.23E+00	0.447213595	7.50E-01	"CALM1 (includes others),CHUK,IRAK4,MAPK14,NOS2,TAB1"
Estrogen Receptor Signaling	1.24E+00	-1.857142857	4.83E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ARG2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CACNA1A,CACNA1B,CACNA1D,CCNC,CCND1,CDK8,CYC1,EGFR,EIF2B2,FOXO6,GNA11,GNAS,GPS2,GUCY1B1,HSP90AA1,HSP90AB1,LIMK1,MAP2K1,MED12,MED14,MED23,MMP17,MMP2,MRAS,MYL1,MYL9,NDUFA10,NDUFA13,NDUFA5,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,PAK1,PCNA,PIK3C2B,PLCD3,PLCG1,PLCZ1,POLR2B,PRKAB2,PRKAR1A,PRKCE,RASD2,RPS6KB2,SDHB,SOD2,SOS1,TBL1Y,TRRAP,UQCRC2,UQCRFS1"
Coronavirus Replication Pathway	1.32E+00	-3.207134903	6.09E-01	"ARCN1,COPA,COPB1,COPB2,COPE,COPG2,COPZ1,DDX1,TUBA1A,TUBA1B,TUBA3E,TUBB2A,TUBB2B,TUBB4A"
Valine Degradation I	1.39E+00	-2.645751311	6.92E-01	"ABAT,ALDH6A1,BCKDHA,DLD,ECHDC3,ECHS1,HADHA,HADHB,HSD17B4"
Isoleucine Degradation I	1.44E+00	-1.341640786	7.27E-01	"ACAA2,DLD,ECHDC3,ECHS1,HADHA,HADHB,HSD17B10,HSD17B4"
Glycogen Degradation III	1.51E+00	-2.645751311	7.78E-01	"AGL,GAA,MGAM,PGM1,PGM2,PGM3,PYGB"
2-ketoglutarate Dehydrogenase Complex	1.53E+00	-2	1.00E+00	"DHTKD1,DLD,DLST,OGDH"
GDP-glucose Biosynthesis	1.53E+00	-1	1.00E+00	"HK1,PGM1,PGM2,PGM3"
Glutamate Degradation III (via 4-aminobutyrate)	1.53E+00	-2	1.00E+00	"ABAT,ALDH5A1,GAD1,SUCLG2"
GABA Receptor Signaling	1.59E+00		5.58E-01	"ABAT,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ALDH5A1,AP2A1,AP2M1,CACNA1A,CACNA1B,CACNA1D,CACNA1G,DNM1,GABRA6,GABRB2,GABRR2,GAD1,GNA11,GNAS,GUCY1B1,ITPR1,KCNH2,KCNN2,MRAS,NSF,RPS27A,SLC32A1,UBA52"
Role of BRCA1 in DNA Damage Response	1.69E+00	0.577350269	6.06E-01	"BABAM1,BRIP1,CHEK1,E2F2,FANCD2,FANCM,MLH1,MSH2,MSH6,PBRM1,PLK1,POU2F1,RAD51,RFC1,RFC2,SMARCA4,SMARCB1,SMARCC1,SMARCD1,TOPBP1"
Cell Cycle Control of Chromosomal Replication	1.69E+00	-2.558408596	5.95E-01	"CDC6,CDK1,CDK10,CDK20,CDK8,CDT1,DNA2,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,ORC3,ORC4,ORC6,PCNA,POLD1,POLE,PRIM1,TOP2B"
Death Receptor Signaling	1.72E+00	0	6.40E-01	"ACIN1,ACTC1,ACTG1,CASP2,CASP7,CHUK,CYC1,DAXX,ELP1,LIMK1,PARP1,PARP11,PARP2,PARP3,SPTAN1,TNKS2"
Regulation of eIF4 and p70S6K Signaling	1.77E+00	-1	5.37E-01	"AGO1,EIF2A,EIF2B2,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3H,EIF3L,EIF4A1,EIF4A3,ITGA2B,ITGA8,ITGAV,ITGB1,MAP2K1,MAPK14,MRAS,PDPK1,PIK3C2B,PPP2CA,PTPA,RASD2,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SOS1"
Glucose and Glucose-1-phosphate Degradation	1.91E+00	-1.341640786	1.00E+00	"HK1,PGM1,PGM2,PGM3,RGN"
"Phenylalanine Degradation IV (Mammalian, via Side Chain)"	1.91E+00	-1.341640786	1.00E+00	"ACSF3,ALDH2,ALDH3A2,GOT2,SMOX"
Sirtuin Signaling Pathway	1.96E+00	1.897366596	5.28E-01	"ACADL,ACLY,APEX1,ARG2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CLOCK,CPT1A,CYC1,DOT1L,GABARAPL1,GLUD1,GOT2,KAT2A,LDHB,NDUFA10,NDUFA13,NDUFA5,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,NOS2,PARP1,PDHA1,PDK1,PGAM2,PGK1,POLR1A,SDHB,SF3A1,SIRT1,SIRT6,SIRT7,SLC25A5,SOD2,TIMM10,TOMM40,TSPO,TUBA1A,TUBA1B,TUBA3E,UQCRC2,UQCRFS1,VDAC2,WRN,XPC,XRCC6"
Glutathione-mediated Detoxification	2.11E+00	-1.414213562	8.18E-01	"ANPEP,GGH,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HPGDS,MGST3"
Dilated Cardiomyopathy Signaling Pathway	2.22E+00	2.353393622	5.89E-01	"ABCC9,ACTC1,ACTG1,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CAMK2D,DMD,GNAS,GUCY1B1,ITPR1,KDM5A,LAMA4,MAPK14,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,PRKAR1A,PRKCE,PTPN11,SCN5A"
Glycolysis I	2.65E+00	-2.333333333	9.00E-01	"ALDOA,ALDOC,ENO1,FBP1,GAPDH,PFKP,PGAM2,PGK1,TPI1"
Gluconeogenesis I	2.99E+00	-3.16227766	9.09E-01	"ALDOA,ALDOC,ENO1,FBP1,GAPDH,MDH1,MDH2,ME3,PGAM2,PGK1"
TCA Cycle II (Eukaryotic)	4.04E+00	-3.872983346	8.82E-01	"ACO2,CS,DHTKD1,DLD,DLST,FH,IDH3A,IDH3B,IDH3G,MDH1,MDH2,OGDH,SDHB,SUCLA2,SUCLG1"
EIF2 Signaling	5.78E+00	-4.963972768	6.42E-01	"ACTC1,AGO1,CCND1,EIF2A,EIF2AK3,EIF2B2,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3H,EIF3L,EIF4A1,EIF4A3,EIF5B,MAP2K1,MRAS,PDPK1,PIK3C2B,RASD2,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,RPL24,RPL27,RPL28,RPL3,RPL30,RPL32,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SOS1,TRIB3,UBA52,WARS1"
Oxidative Phosphorylation	5.94E+00	-5.196152423	8.24E-01	"ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,ATP5PD,ATP5PO,ATPAF1,COX15,CYC1,ENOX1,NDUFA10,NDUFA13,NDUFA5,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,SDHB,UQCRC2,UQCRFS1,UQCRQ"
Mitochondrial Dysfunction	6.66E+00		7.46E-01	"ACO2,AIFM1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,ATP5PD,ATP5PO,ATPAF1,BACE1,CAT,COX15,CPT1A,CYC1,DHODH,FURIN,GPX4,HSD17B10,NDUFA10,NDUFA13,NDUFA5,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,OGDH,PDHA1,PRDX3,PRKN,PSEN1,SDHB,SOD2,TRAK1,UQCRC2,UQCRFS1,UQCRQ,VDAC2"
